Nickname,bandgap(eV),c_smiles,newSMILES
P(BDT-TT-FBT),1.73,CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3sc4cc(-c5c(F)c(F)c(-c6cc7sc(C)c(CCCCCC)c7s6)c6nsnc56)sc4c3CCCCCC)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,
CPDT-co-FADCN,1.8,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2ccc(N(c3ccc(/C=C\c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5cc6c(s5)-c5sc(C)cc5C6(CC(CC)CCCC)CC(CC)CCCC)ccc3-4)cc21,
PBDPP-3,1.43,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1,
PBDTDPPcbp,1.82,CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,
PBDTBTz-T,1.89,CCCCCCCCCc1nc(-c2nc(CCCCCCCCC)c(-c3ccc(-c4cc5c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c6sc(C)cc6c(-c6cc(CCCCCCCC)c(CCCCCCCC)s6)c5s4)s3)s2)sc1-c1ccc(C)s1,
MBDT2,1.9,CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc(CCCCCCCC)c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nc3c(nc2c1-c1cc(CCCCCCCC)c(C)s1)-c1cccc2cccc-3c12,
CPDT-co-FATCN,1.34,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2ccc(N(c3ccc(/C=C\c4ccc(C(C#N)=C(C#N)C#N)s4)cc3)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5cc6c(s5)-c5sc(C)cc5C6(CC(CC)CCCC)CC(CC)CCCC)ccc3-4)cc21,
PBDCPDT-TPD,1.88,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc(C)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(-c3sc(C)c4c3C(=O)N(CCCCCCCC)C4=O)cc2C6(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)cc1,
PIDTTTPD,1.95,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2ccc(OCCCCCCCC)cc2)(c2ccc(OCCCCCCCC)cc2)c2c-4sc3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc23)cc1,
PBT-TIPS-DPP-C16,1.45,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7c(sc8cc(C)sc87)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PHBCDPPC8,1.69,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4cc5c6cc(-c7c(C)cc(C)cc7C)cc7c8cc(-c9c(C)cc(C)cc9C)cc9c%10cc(C)cc%11c%12cc(-c%13c(C)cc(C)cc%13C)cc%13c%14cc(-c%15c(C)cc(C)cc%15C)cc%15c(c4)c5c4c(c67)c(c98)c(c%10%11)c(c%12%13)c4c%15%14)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C)s1,
PSBO,1.82,CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nonc2c1C,
PCDCTDTBT-C8,1.66,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(-c2ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s2)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,
PIDT-DHTSO,2.2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc(CCCCCC)c(-c5ccc6c(c5)S(=O)(=O)c5cc(-c7sc(C)cc7CCCCCC)ccc5-6)s3)sc2-4)cc1,
PBDTO-MIM,1.66,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5cc6c(OCC(CC)CCCC)c7sc(-c8sc(C)cc8C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(C)cc21,
PBBDTBT,1.76,CCCCCCCCOc1ccc(-c2c3cc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3cc(C)sc23)cc1OCCCCCCCC,
PCBTDPPcbp,2.05,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)cc21,
PBDT-DTBT,1.73,CCCCCCCCCCc1cc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CCCCCC)c(C)s6)c6nsnc56)cc4CCCCCC)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC,
PBTTTTz,1.63,CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c6sc(CCCCCCCCCCCCCCCC)cc6c6cc(C)sc6c5s4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1,
PTzBT-EHOD,1.8,CCCCCCCCCCC(CCCCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CC)CCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CC)CCCC)nc6s5)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)nc2s1,
PTzBT-12HD,1.8,CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCC)nc2s1,
P2,1.37,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c6sc(C)cc6c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PTzBT-BOHD,1.8,CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCC)CCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCC)CCCCCC)nc6s5)s4)cc3CC(CCCCCC)CCCCCCCC)nc2s1,
P4,1.6,CCCCCCCCCCC(CCCCCCCC)Cn1c2cc3c4sc(-c5sc(-c6sc(C)c7c6C(=O)N(CC(CC)CCCC)C7=O)c6c5C(=O)N(CC(CC)CCCC)C6=O)cc4n(CC(CCCCCCCC)CCCCCCCCCC)c3cc2c2sc(C)cc21,
BTT-TP,1.75,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ncc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5c6cc(C(CCCCCCCC)CCCCCCCC)sc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,
PzIIG-BDT2TC8,1.63,CCCCCCCCc1cc(-c2c3cc(-c4ccc5c(c4)N(CCCCCCCC)C(=O)/C5=C/c4cnc(C=C5C(=O)N(CCCCCCCC)c6cc(C)ccc65)cn4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,
P2-Ome,1.66,CCCCCCCCCCCCC(CCCCCCCCCC)COc1ccc(N(B(F)F)c2cc(C)cnc2-c2ncc(-c3cc(OC)c(-c4sc(C)cc4OC)s3)cc2N(B(F)F)c2ccc(OCC(CCCCCCCCCC)CCCCCCCCCCCC)cc2)cc1,
BFS4b,1.56,CCCCCCc1cc(-c2c3cc(-c4cc(F)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(-c4cc(F)c(C)c5nsnc45)sc23)sc1CC(CC)CCCC,
PDTPO-IDTT,2.04,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(C)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc2c2sc(C)cc21,
P-PDT-IIDBOBO,1.69,CCCCCCC(CCCC)Cc1cc(-c2ccc3c(c2)N(CC(CCCC)CCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCC)CCCCCC)c3cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C,
BTT-FT,1.78,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5c6cc(C(CCCCCCCC)CCCCCCCC)sc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,
\82s\82s1,1.41,CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4ccc5c(c4)N(CC(CCCCCC)CCCCCCCC)C(=O)/C5=C4/C(=O)N(CC(CCCCCC)CCCCCCCC)c5cc(C)sc54)cc3CCCCCCCCCCCC)nc2s1,
PBDTT?ID,1.6,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6cc(-c7ccc(C)s7)ccc65)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,
PBDTT?FID,1.58,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5F)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6c5ccc(-c5ccc(C)s5)c6F)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,
PBDTTFTTQ-DO,1.72,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,
PDST-DPP,1.46,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc(SCCCC)c(SCCCCCC)s6)c6sc(C)cc6c(-c6cc(SCCCC)c(SCCCCCC)s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PTBI2TR,1.71,CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3cc4c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c5c6sc7c(c6sc5c4s3)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C3C=C(C)SC73)s2)sc1C,
PCDCTQX-C8,1.72,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(-c2ccc(C)c5nc(-c6ccccc6)c(-c6ccccc6)nc25)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,
PIDT-OBPQ,1.56,CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(C)ncc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c4nc3c2c1,
PBDT2FBT-T4,1.68,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5c6cc(-c7sc(-c8c(F)c(F)c(-c9cc(CC(CC)CCCC)c(C)s9)c9nsnc89)cc7CC(CC)CCCC)sc6c(-c6ccc(-c7ccc(-c8ccc(-c9ccc(CC(CCCC)CCCCCC)s9)s8)s7)s6)c6cc(C)sc56)s4)s3)s2)s1,
PAn-BTBT (P1),2.12,CCCCCCCCOc1cc2c(-c3ccc(C)cc3)c3cc(OCCCCCCCC)c(OCCCCCCCC)cc3c(-c3ccc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(C)s6)c6nsnc56)s4)cc3)c2cc1OCCCCCCCC,
PTAT-2,1.8,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc2c3cc(C)sc3c3cc4c(cc3c2s1)c1sc(-c2sc(C)c3sc(COOCC(CC)CCCC)c(F)c23)cc1c1cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)sc14,
IsoC12,1.58,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCCCCCC)s1,
PBDT-DTNT,1.58,CCCCCCCCCCc1cc(-c2c3cc(-c4sc(-c5cc6c(cc(-c7cc(CCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CCCCCC)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC,
PIDT-OHBPz,1.69,CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)ccc(C)c4nc3c2c1,
PIDT-OFBPz,1.75,CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c(F)c(F)c(C)c4nc3c2c1,
PBDT-BDTP (P1),1.98,CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(C[C@@H](CCCCCCCC)CCCCCCCCCC)c5cc(-c6cc7c(OC[C@H](CC)CCCC)c8sc(C)cc8c(OC[C@@H](CC)CCCC)c7s6)sc5c4s3)sc2c2sc(C)cc21,
P(BDT-TT-BT),1.78,CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nsnc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,
P(BDT-TT-BO),1.77,CCCCCCCCCC[C@H](CCCCCCCC)COc1c2cc(-c3cc4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc7sc(C)cc7s6)c6nonc56)cc4s3)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,
PTPTDP,1.4,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)s3)sc2-4)cc1,
PBDTTTP,2.11,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sc4cc(C)sc4c21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1c2sc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)cc2sc31,
PDTPO-IDT,2.05,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(C)sc34)sc2c2sc(C)cc21,
P-2,1.64,CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(CCCCCCCC)CCCCCCCC)-c4sc(C)cc4[Si]6(CCCCCCCC)CCCCCCCC)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PSiFDCTPD,1.88,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCC)cc3)c3ccc(CCCCC)cc3)-c3cc4c(cc3[Si]5(CCCCCCCC)CCCCCCCC)-c3sc(C)cc3C4(c3ccc(CCCCC)cc3)c3ccc(CCCCC)cc3)c2C1=O,
P-PDTz-Tdt-HH,1.75,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(C)sc1-c1nc2nc3sc(-c4sc(-c5sc(-c6cc(CCCCCC)c(C)s6)cc5CCCCCC)cc4CC(CCCCCCCCCC)CCCCCCCCCCCC)nc3nc2s1,
BT1,1.52,CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5ccc6c(c5)N(CC(CCCCCC)CCCCCCCC)C(=O)/C6=C5/C(=O)N(CC(CCCCCC)CCCCCCCC)c6cc(C)sc65)cc4CCCCCCCCCCCC)nc3cc2s1,
P2,1.28,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6ccc(-c7cc(CCCCCC)c(-c8ccc(-c9ccc(C)s9)s8)s7)c7nsnc67)cc5CCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,
P3,1.21,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(-c8ccc(-c9ccc(C)s9)s8)s7)c7nsnc67)cc5CCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,
P\83\C0NDTDTNT,1.65,CCCCCCCCCCCCc1cc2sc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)cc2c2c(CCCCCCCCCCCC)cc3sc(C)cc3c12,
PQ1,1.96,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6nnc(-c7ccc(C)s7)nn6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,
PR11,1.58,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5ccc6c(c5)N(CC(CCCCCC)CCCCCCCC)C(=O)/C6=C5/C(=O)N(CC(CCCCCC)CCCCCCCC)c6cc(C)ccc65)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,
PNNT12HD,1.68,CCCCCCCCCCCCc1cc2c(cc(CCCCCCCCCCCC)c3cc(-c4sc(-c5cc6c(cc(-c7cc(CC(CCCCCC)CCCCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CC(CCCCCC)CCCCCCCC)sc32)c2sc(C)cc12,
P\83\BFNDTDTNT,1.58,CCCCCCCCCCCCc1cc2cc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)sc2c2c(CCCCCCCCCCCC)cc3cc(C)sc3c12,
PTzNTz-BOHD,1.57,CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CCCC)CCCCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,
PBDTT?DTTBT,1.65,CCCCCCCCCCCc1c(C)sc2cc(-c3ccc(-c4cc5sc(-c6cc7c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CCCCCC)CCCCCCCC)s8)c7s6)c(CCCCCCCCCCC)c5s4)c4nsnc34)sc12,
PBDTT?DTBT,1.63,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CCCCCC)CCCCCCCC)s6)c5s4)s3)c3nsnc23)sc1C,
PQ2,1.97,CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)s6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,
PBDPP-OD,1.41,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PDTBDT-DTNT,1.58,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(-c6cc7c(cc(-c8cc(CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CCCCCC)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,
P1,1.8,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)o8)=C7C(=O)N6C[C@@H](CC)CCCC)o5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,
PSDTTT,1.77,CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8c(OCC(CCCC)CCCCCC)c9sc(C)cc9c(OCC(CCCC)CCCCCC)c8s7)cc5[Si]6(CCCCCCCC)CCCCCCCC)nc4s3)cc21,
P1,1.5,CCCCCCCCCCCCOc1c2cc(-c3sc(-c4ccc(-c5cc(CCCCCCCCCCCC)c(C)s5)c5nn(CCCCCCCCCCCC)nc45)cc3CCCCCCCCCCCC)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,
PBDTA-INDI,2,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c(-c3ccc(C)s3)cc3c(cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)c4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c43)c2c1=O,
PAF-C12NT,1.55,CCCCCCCCCCCC/C(CC(CCCCCC)CCCCCCCC)=C1\c2cc(C)ccc2-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5cc6c(cc(-c7ccc(-c8sc(C)cc8CCCCCCCCCCCC)s7)c7nsnc76)c6nsnc56)s4)s3)cc21,
P3,1.8,CCCCCCCCCCc1cc(C)sc1-c1oc2cc3c(CCCCCCCCCC)c(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)cc4CCCCCCCCCC)oc3cc2c1CCCCCCCCCC,
PTzBT-10OD,1.8,CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1,
CPDT-co-FADTA,1.69,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2ccc(N(c3ccc(/C=C\c4ccc(C=C5C(=O)N(CC)C(=S)N(CC)C5=O)s4)cc3)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5cc6c(s5)-c5sc(C)cc5C6(CC(CC)CCCC)CC(CC)CCCC)ccc3-4)cc21,
PBDTTFTTQ-EH,1.66,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,
P9,1.7,CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6oc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5o4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1,
P2,1.68,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,
P1,1.67,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)cc(F)c(-c4ccc(C)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,
PTzBT-14HD,1.8,CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1,
