idx,Nickname,HOMO(eV),LUMO(eV),bandgap(eV),Ref.No,smiles_monomer,smiles_oligomer
295,P8,-5,-3.46,1.54,S466,CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(C)s4)s3)c3nsnc23)sc1C,Cc1ccc(s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
296,PBDTTDTBTz,-4.92,-3.14,1.78,S62,CCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6oc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5o4)s3)c2n1,Cc1cc2c(-c3cccs3)c3oc(cc3c(-c3cccs3)c2o1)-c1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4oc(cc4c(-c4cccs4)c3o2)-c2ccc(s2)-c2ccc(-c3ccc(C)s3)c3nn(C)nc23)c2nn(C)nc12
297,PIDTV-ffBT,-5.23,-3.7,1.53,S435,CCCCCCCCC(/C=C1\c2cc3c(cc2-c2sc(C)cc21)/C(=C\C(CCCCCC)CCCCCCCC)c1cc(-c2c(F)c(F)c(C)c4nsnc24)sc1-3)CCCCCC,Cc1cc2C(=C)c3cc-4c(cc3-c2s1)C(=C)c1cc(sc-41)-c1c(F)c(F)c(-c2cc3C(=C)c4cc-5c(cc4-c3s2)C(=C)c2cc(sc-52)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12
298,PBDT-TS3,-5.29,-3.68,1.61,S49,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(SCCC(C)CCCC(C)C)s5)c5sc(C)cc5c(-c5ccc(SCCC(C)CCCC(C)C)s5)c4s3)sc(C)c2c1F,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3ccc(SC)s3)c3sc(cc3c(-c3ccc(SC)s3)c2s1)-c1sc(-c2cc3c(-c4ccc(SC)s4)c4sc(C)cc4c(-c4ccc(SC)s4)c3s2)c2sc(C(=O)OC)c(F)c12
299,PTB-8,-5.24,-3.34,1.9,S324,CCCCCCC(CCCC)COc1c2cc(-c3sc(C)c4sc(COOCC(CC)CCCC)c(F)c34)sc2c(OCC(CCCC)CCCCCC)c2cc(C)sc12,COOCc1sc2c(C)sc(-c3cc4c(OC)c5sc(cc5c(OC)c4s3)-c3sc(-c4cc5c(OC)c6sc(C)cc6c(OC)c5s4)c4c(F)c(COOC)sc34)c2c1F
300,PBDTBT (Z4),-5.2,-3.65,1.55,S188,CCCCCCOc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2OCCCCCC)c2nsnc12,COc1cc(C)sc1-c1ccc(-c2sc(cc2OC)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2cc(OC)c(s2)-c2ccc(-c3sc(cc3OC)-c3cc4c(OC)c5sc(C)cc5c(OC)c4s3)c3nsnc23)c2nsnc12
301,PIFTBT6,-5.49,-3.52,1.97,S142,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)cc1C3(CCCCCC)CCCCCC,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4cc5c(cc4C(C)(C)c3c2)-c2ccc(cc2C5(C)C)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4-c5cc6c(cc5C(C)(C)c4c3)-c3ccc(C)cc3C6(C)C)c3nsnc23)c2nsnc12
302,PDPP2FT-C16,-5.3,-3.9,1.4,S89,CCCCCCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)o3)N(CCCCCCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)o1)c1ccc(o1)-c1ccc(s1)-c1ccc(o1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(o1)-c1ccc(C)s1
303,TTfT,-5.44,-4.06,1.38,S295,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(C)c(F)c4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1sc(c(F)c1F)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1sc(C)c(F)c1F
304,PDPP3T,-5.3,-3.97,1.33,S87,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(C)s1
305,PPhIBDT-ThEH (P3),-5.57,-3.5,2.07,S152,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6c5C(=O)N(CC(CC)CCCC)C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CN1C(=O)c2c(C1=O)c(ccc2-c1ccc(C)s1)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2C(=O)N(C)C(=O)c12
306,DTS-C8,-5.27,-3.63,1.64,S95,CCCCCCCCc1cc2c(cc1CCCCCCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2sc(C)c3c2C(=O)c2cc(C)c(C)cc2C3=O)c2c1C(=O)c1cc(C)c(C)cc1C2=O
307,PBDT-DTQx,-5.35,-3.63,1.72,S247,CCCCCCc1ccc(-c2nc3c(C)ccc(-c4cc5c(-c6ccc(CCCCCC)s6)c6sc(C)cc6c(-c6ccc(CCCCCC)s6)c5s4)c3nc2-c2ccc(CCCCCC)s2)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(C)c3nc(-c4cccs4)c(nc23)-c2cccs2)c2nc(-c3cccs3)c(nc12)-c1cccs1
308,DTS-Ceh,-5.27,-3.65,1.62,S95,CCCCC(CC)Cc1cc2c(cc1CC(CC)CCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2sc(C)c3c2C(=O)c2cc(C)c(C)cc2C3=O)c2c1C(=O)c1cc(C)c(C)cc1C2=O
309,TPO(CO)(2EH/C13),-5.41,-3.62,1.79,S226,CCCCCCCCCCCCCC(=O)N1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,CC(=O)N1C(=O)c2c(C)sc(-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C(C)=O)C(=O)c34)c2C1=O
310,PPDT3,-5.36,-3.46,1.9,S136,CCCCCCC(CCCC)Cn1c(=O)c2cc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc2c2sc(C)cc21,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1cc2c(s1)c1sc(cc1n(C)c2=O)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O
311,PTI-1,-5.78,-4.18,1.6,S495,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(C)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2ccc(C)s2)c2ccc(C)cc12
312,PTDBD2,-5.24,-3.57,1.67,S282,CCCCCCC(CCCC)COC(=O)c1sc2c(C)sc(-c3cc4sc5c(CC(CCCC)CCCC)c6c(sc7cc(C)sc76)c(CC(CCCC)CCCC)c5c4s3)c2c1F,COC(=O)c1sc2c(C)sc(-c3cc4sc5c(C)c6c(sc7cc(sc67)-c6sc(-c7cc8sc9c(C)c%10c(sc%11cc(C)sc%10%11)c(C)c9c8s7)c7c(F)c(sc67)C(=O)OC)c(C)c5c4s3)c2c1F
313,PDTTTPD,-5.54,-3.7,1.84,S132,CCCCCCCCc1c(-c2ccc(C)s2)sc2c(CCCCCCCC)c(-c3ccc(-c4sc(C)c5c4C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)s3)sc12,CN1C(=O)c2c(C)sc(-c3ccc(s3)-c3sc4c(C)c(sc4c3C)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4sc5c(C)c(sc5c4C)-c4ccc(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O
314,PBDTDPT1,-5.42,-3.58,1.84,S34,CCCCCCCCCCCCOc1c2cc(-c3sc(C)c4c3C(=O)N(CCCCCCCCCC)C4=O)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
315,PF-DTBTA,-5.67,-3.43,2.24,S348,CCCCCCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4cc(C)ccc4-5)s3)c2n1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4ccc(cc4C(C)(C)c3c2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4-c5ccc(C)cc5C(C)(C)c4c3)c3nn(C)nc23)c2nn(C)nc12
316,PDST-TT,-5.5,-3.87,1.63,S189,CCCCCCSc1sc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3cc(C)sc23)cc1SCCCC,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3cc(SC)c(SC)s3)c3sc(cc3c(-c3cc(SC)c(SC)s3)c2s1)-c1sc(-c2cc3c(-c4cc(SC)c(SC)s4)c4sc(C)cc4c(-c4cc(SC)c(SC)s4)c3s2)c2sc(C(=O)OC)c(F)c12
317,PThTPTI,-5.42,-3.56,1.86,S327,CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2ccc(C)s2)sc31,Cc1ccc(s1)-c1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1ccc(s1)-c1cc2n(C)c(=O)c3cc4c5sc(C)cc5n(C)c(=O)c4cc3c2s1
318,PSeTD2,-5.31,-3.56,1.75,S179,CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,Cc1cc2n(C)c(=O)c3c(sc4c3sc3c5sc(cc5n(C)c(=O)c43)-c3ccc([se]3)-c3cc4n(C)c(=O)c5c(sc6c5sc5c7sc(cc7n(C)c(=O)c65)-c5ccc(C)[se]5)c4s3)c2s1
319,PSeTPTI,-5.41,-3.64,1.77,S328,CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2ccc(C)[se]2)sc31,Cc1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1ccc([se]1)-c1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1ccc(C)[se]1
320,PThTD2,-5.3,-3.48,1.82,S179,CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,Cc1ccc(s1)-c1cc2n(C)c(=O)c3c(sc4c3sc3c5sc(cc5n(C)c(=O)c43)-c3ccc(s3)-c3cc4n(C)c(=O)c5c(sc6c5sc5c7sc(C)cc7n(C)c(=O)c65)c4s3)c2s1
321,TPfT,-5.45,-3.98,1.47,S295,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(F)c(C)cc4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc(F)c(cc1F)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc(F)c(C)cc1F
322,SO-PBDT,-5.36,-3.33,2.03,S119,CCCCC(CC)COc1c2cc(-c3cc4c(SCC(CC)CCCC)c5sc(C)cc5c(SCC(CC)CCCC)c4s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc2c(SC)c3sc(cc3c(SC)c2s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc2c(SC)c3sc(C)cc3c(SC)c2s1
323,PPEHTT,-4.91,-3.18,1.73,S153,CCCCCCCCC(CCCCCC)Cn1c2cc(C)sc2c2sc(-c3cc(C[C@H](CC)CCCC)c(-c4nc5sc(-c6sc(C)cc6CC(CC)CCCC)nc5s4)s3)cc21,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2n(C)c3cc(sc3c2s1)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2n(C)c3cc(C)sc3c2s1
324,PTDIDT,-5.36,-3.15,2.21,S320,CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2sc3c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)s2)ccc1-3,Cc1ccc(s1)-c1ccc2-c3sc4-c5ccc(cc5C(C)(C)c4c3C(C)(C)c2c1)-c1ccc(s1)-c1ccc2-c3sc4-c5ccc(C)cc5C(C)(C)c4c3C(C)(C)c2c1
325,PDPPMT-2T,-4.8,-3.46,1.34,S412,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3cc(C)c(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1cc(C)c(s1)-c1ccc(C)s1
326,PBTOTT,-5.16,-3.34,1.82,S153,CCCCCCCCc1cc(-c2cc(CCCCCCCC)c(-c3cc(CCCCCCCC)c(-c4nc5sc(-c6sc(C)cc6CCCCCCCC)nc5s4)s3)s2)sc1C,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc(C)c(s1)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1sc(cc1C)-c1cc(C)c(C)s1
327,PDPPTPT,-5.48,-3.95,1.53,S87,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)cc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(cc1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(C)cc1
328,Si4T-2FBT,-5.1,-3.5,1.6,S331,CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc3c4c(sc3c21)-c1sc(-c2c(F)c(F)c(C)c3nsnc23)cc1[Si]4(CCCCCCCC)CCCCCCCC,Cc1cc2c(s1)-c1sc3c4c(sc3c1[Si]2(C)C)-c1sc(cc1[Si]4(C)C)-c1c(F)c(F)c(-c2cc3c(s2)-c2sc4c5c(sc4c2[Si]3(C)C)-c2sc(cc2[Si]5(C)C)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12
329,PSEHTT,-5.1,-3.28,1.82,S137,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(C[C@H](CC)CCCC)C[C@H](CC)CCCC)cc3C[C@H](CC)CCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(C)cc1[Si]2(C)C
330,P-1,-5.5,-3.54,1.96,S322,CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)[Si](CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)c4nsnc24)sc1-3,Cc1cc2c(s1)-c1cc3c(cc1[Si]2(C)C)-c1sc(cc1[Si]3(C)C)-c1ccc(-c2cc3c(s2)-c2cc4c(cc2[Si]3(C)C)-c2sc(cc2[Si]4(C)C)-c2ccc(C)c3nsnc23)c2nsnc12
331,PPDTBT,-5.29,-3.57,1.72,S14,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3ccc(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,COc1cc(-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc(OC)c(cc3OC)-c3ccc(s3)-c3ccc(C)c4nsnc34)c3nsnc23)c(OC)cc1-c1ccc(C)s1
332,PPDTFBT,-5.35,-3.63,1.72,S14,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)cc(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,COc1cc(-c2ccc(s2)-c2c(F)cc(-c3ccc(s3)-c3cc(OC)c(cc3OC)-c3ccc(s3)-c3c(F)cc(C)c4nsnc34)c3nsnc23)c(OC)cc1-c1ccc(C)s1
333,PPDT2FBT,-5.45,-3.69,1.76,S14,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)c(F)c(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,COc1cc(-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc(OC)c(cc3OC)-c3ccc(s3)-c3c(F)c(F)c(C)c4nsnc34)c3nsnc23)c(OC)cc1-c1ccc(C)s1
334,PSOTT,-5.1,-3.31,1.79,S137,CCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CCCCCCCC)CCCCCCCC)cc3CCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(C)cc1[Si]2(C)C
335,PBDT-TT-TPD,-5.21,-3.18,2.03,S477,CCCCCCCCN1C(=O)c2c(-c3cc4sc(C)cc4s3)sc(-c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4s3)c2C1=O,CN1C(=O)c2c(sc(-c3cc4sc(cc4s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3cc4sc(cc4s3)-c3sc(-c4cc5sc(cc5s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O)-c1cc2sc(C)cc2s1
336,Si4T-BT,-5,-3.4,1.6,S331,CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc3c4c(sc3c21)-c1sc(-c2ccc(C)c3nsnc23)cc1[Si]4(CCCCCCCC)CCCCCCCC,Cc1cc2c(s1)-c1sc3c4c(sc3c1[Si]2(C)C)-c1sc(cc1[Si]4(C)C)-c1ccc(-c2cc3c(s2)-c2sc4c5c(sc4c2[Si]3(C)C)-c2sc(cc2[Si]5(C)C)-c2ccc(C)c3nsnc23)c2nsnc12
337,PCz-DTBTA,-5.54,-3.36,2.18,S348,CCCCCCCCCCCCn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4ccc5c6ccc(C)cc6n(C(CCCCCCCC)CCCCCCCC)c5c4)s3)c2n1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nn(C)nc23)c2nn(C)nc12
338,PT-PQD,-5.83,-4.31,1.52,S255,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6ccc(C)s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,COc1cccc(c1)-c1nc2c(-c3ccc(C)s3)c3C(=O)N(C)C(=O)c3c(-c3ccc(s3)-c3ccc(s3)-c3ccc(s3)-c3c4C(=O)N(C)C(=O)c4c(-c4ccc(s4)-c4ccc(C)s4)c4nc(-c5cccc(OC)c5)c(nc34)-c3cccc(OC)c3)c2nc1-c1cccc(OC)c1
339,P0,-5.34,-3.59,1.75,S403,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)c(F)c(-c4ccc(C)s4)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1C,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc(O)c(cc2O)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc(O)c(C)cc3O)c3nsnc23)c2nsnc12
340,P1,-5.44,-3.23,2.21,S355,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4sc(-c5nc(CCCCCC)c(-c6ccc(C)s6)s5)nc4CCCCCC)s3)cc21,Cc1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1ccc2c(c1)n(C)c1cc(ccc21)-c1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1ccc2c(c1)n(C)c1cc(C)ccc21
341,PCPEHTT,-5.01,-3.16,1.85,S153,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4C5(CC(CC)CCCC)C[C@H](CC)CCCC)cc3C[C@@H](CC)CCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1C2(C)C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(C)cc1C2(C)C
342,IP2,-4.8,-3.8,1,S98,CCCCC(CC)CN1C(=O)/C(=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4cc5c(s4)-c4sc(C)cc4C5(CC(CC)CCCC)CC(CC)CCCC)sc32)c2sc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(sc23)-c2cc3c(s2)-c2sc(cc2C3(C)C)-c2cc3N(C)C(=O)\C(=C4\C(=O)N(C)c5cc(sc45)-c4cc5c(s4)-c4sc(C)cc4C5(C)C)c3s2)c2sc(C)cc12
343,PSEHTT,-5.1,-3.33,1.77,S8,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)cc3CC(CC)CCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(s1)-c1sc(C)cc1[Si]2(C)C
344,PBDT-TTz,-5.42,-3.57,1.85,S392,CCCCC(CC)COc1c2cc(-c3sc(-c4nnc(-c5cc(CC(CC)CCCC)c(C)s5)nn4)cc3CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1sc(cc1C)-c1nnc(nn1)-c1cc(C)c(C)s1
345,PTF1,-4.97,-3.41,1.56,S299,CCCCCCCCc1ccc(-c2c3cc(-c4ccc(C)c5nc(-c6ccc(/C=N/c7ccccc7F)[nH]6)c(-c6ccc(/C=N/c7ccccc7F)[nH]6)nc45)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(C)c3nc(-c4ccc(\C=N\c5ccccc5F)[nH]4)c(nc23)-c2ccc(\C=N\c3ccccc3F)[nH]2)c2nc(-c3ccc(\C=N\c4ccccc4F)[nH]3)c(nc12)-c1ccc(\C=N\c2ccccc2F)[nH]1
346,PDPP2TzDTP,-5.18,-3.9,1.28,S263,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ncc(-c4cc5c(s4)c4sc(C)cc4n5CC(CC)CCCC)s3)N(C[C@@H](CCCC)CCCCCC)C(=O)C2=C1c1ncc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ncc(C)s1)c1ncc(s1)-c1cc2n(C)c3cc(sc3c2s1)-c1cnc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ncc(s1)-c1cc2n(C)c3cc(C)sc3c2s1
347,PNDTTPD (P1),-5.3,-3.5,1.8,S156,CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3cc4c(OC[C@@H](CC)CCCC)c5cc6sc(C)cc6c(OC[C@@H](CC)CCCC)c5cc4s3)c2C1=O,COc1c2cc(C)sc2cc2c(OC)c3cc(sc3cc12)-c1sc(-c2cc3c(OC)c4cc5sc(cc5c(OC)c4cc3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
