idx,Nickname,HOMO(eV),LUMO(eV),bandgap(eV),Ref.No,smiles_monomer,smiles_oligomer
1002,PIDT-DTNT,-5.48,-3.83,1.65,S111,CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCCCC)cc2)(c2ccc(CCCCCCCC)cc2)c2cc(-c3sc(-c5cc6c(cc(-c7cc(CCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc3CCCCCC)sc2-4)cc1,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(C)s1
1003,P4,-5.24,-4.02,1.22,S492,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(-c5sc(-c6cc(CCCCCC)c(-c7ccc(C)s7)s6)c6c5C(=O)N(CCCCCCCC)C6=O)cc4CCCCCC)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,CN1C(C)=C2C(=O)N(C)C(=C2C1=O)c1ccc(s1)-c1sc(cc1C)-c1sc(-c2cc(C)c(s2)-c2ccc(s2)C2=C3C(=O)N(C)C(=C3C(=O)N2C)c2ccc(s2)-c2sc(cc2C)-c2sc(-c3cc(C)c(s3)-c3ccc(C)s3)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
1004,rr-PTBS,-5.22,-3.64,1.58,S117,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(SCC(CC)CCCC)s9)c9sc(C)cc9c(-c9ccc(SCC(CC)CCCC)s9)c8s7)c7c(F)c(C(=O)OCC(CC)CCCC)sc67)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2c(F)c(sc12)C(=O)OC
1005,PIDT-BTz,-5.26,-3.26,2,S317,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4sc(-c5nc(CCCCCC)c(-c6ccc(C)s6)s5)nc4CCCCCC)s2)sc1-3,Cc1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2c(s1)-c1cc3c(cc1C2(C)C)-c1sc(C)cc1C3(C)C
1006,PBDT-TZNT (P2),-5.23,-3.3,1.93,S161,CCCCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5cc6c(cc(-c7ccc(C)s7)c7nn(CCCCCCCC)nc76)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC,Cc1ccc(s1)-c1cc2c3nn(C)nc3c(cc2c2nn(C)nc12)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1cc2c3nn(C)nc3c(cc2c2nn(C)nc12)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1
1007,PBDT?IBTI,-5.24,-3.53,1.71,S267,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C\c2ccc(-c3ccc(/C=C4\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)ccc54)s3)s2)c2ccc(C)cc21,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc2\C(=C\c3ccc(s3)-c3ccc(\C=C4/C(=O)N(C)c5cc(C)ccc45)s3)C(=O)N(C)c2c1
1008,PBDT-TZNT (P3),-5.21,-3.31,1.9,S161,CCCCCCCCCCc1cc(CCCCCCCCCC)c(-c2c3cc(-c4ccc(-c5cc6c(cc(-c7ccc(C)s7)c7nn(CCCCCCCC)nc76)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3sc(CCCCCCCCCC)cc3CCCCCCCCCC)c3cc(C)sc23)s1,Cc1ccc(s1)-c1cc2c3nn(C)nc3c(cc2c2nn(C)nc12)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1cc2c3nn(C)nc3c(cc2c2nn(C)nc12)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1
1009,P3,-5.06,-3.41,1.65,S417,CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
1010,P1,-5.05,-3.45,1.6,S417,CCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
1011,PTAC-TPD (P1),-5.35,-3.45,1.9,S159,CCCCCCCCCCCCC(CCCCCCCCCC)COc1nc2ccc3c4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)N(CC(CC)CCCC)C7=O)s5)sc4c4c(OCC(CCCCCCCCCC)CCCCCCCCCCCC)nc5ccc6c7cc(C)sc7c1c1c2c3c4c5c61,COc1nc2ccc3c4cc(sc4c4c(OC)nc5ccc6c7cc(C)sc7c1c1c2c3c4c5c61)-c1ccc(s1)-c1sc(-c2ccc(C)s2)c2C(=O)N(C)C(=O)c12
1012,P2,-5.09,-3.49,1.6,S417,CCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cc(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2cc(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
1013,PBDT-TIIG,-4.96,-3.91,1.05,S270,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8ccc(C)s8)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)sc32)c2sc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(sc23)-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(C)s2)c2sc(C)cc12
1014,PSDTBT,-5.38,-3.56,1.82,S177,CCCCCCCCCCOc1c(OCCCCCCCCCC)c(-c2ccc(-c3cc4c(s3)-c3cc5sc6cc7c(cc6c5cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc(C)sc3-7)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4sc5cc6-c7sc(C)cc7C(c6cc5c4cc2C3(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2nsnc2c1-c1ccc(C)s1
1015,P2,-5.18,-3.28,1.9,S425,CCCCCCCCCCCCOc1c2cc(-c3sc(-c4c5nc(C)c(C)nc5c(-c5cc(CCCCCCCCCCCC)c(C)s5)c5nn(CCCCCCCCCCCC)nc45)cc3CCCCCCCCCCCC)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1sc(cc1C)-c1c2nn(C)nc2c(-c2cc(C)c(s2)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(cc2C)-c2c3nn(C)nc3c(-c3cc(C)c(C)s3)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12
1016,PBDT-TSR,-5.3,-3.75,1.55,S426,CCCCCCCCSc1ccc(-c2c3cc(-c4sc(-c5cc6c(-c7ccc(SCCCCCCCC)s7)c7sc(-c8sc(C)c9c(F)c(C(=O)OCC(CC)CCCC)sc89)cc7c(-c7ccc(SCCCCCCCC)s7)c6s5)c5sc(C(=O)OCC(CC)CCCC)c(F)c45)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(C)sc23)s1,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2c(F)c(sc12)C(=O)OC
1017,PFDCTBT,-5.32,-3.56,1.76,S334,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(c1ccc(OCC(CC)CCCC)cc1)c1ccc(OCC(CC)CCCC)cc1)C(c1ccc(OCC(CC)CCCC)cc1)(c1ccc(OCC(CC)CCCC)cc1)c1cc(C)sc1-3,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1cc2c(cc1C3(C)C)-c1sc(cc1C2(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2cc3c(cc2C4(C)C)-c2sc(cc2C3(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12
1018,PFH,-5.43,-3.61,1.82,S474,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(C)cc2C4(c2ccccc2)c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1
1019,PFF,-5.43,-3.69,1.74,S474,CCCCCCCCOc1cc(F)cc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)s4)c3nc2-c2cc(F)cc(OCCCCCCCC)c2)c1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(C)cc2C4(c2ccccc2)c2ccccc2)c2nc(-c3cccc(F)c3)c(nc12)-c1cccc(F)c1
1020,PDPPBDT,-5.37,-3.86,1.51,S286,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(C)s1
1021,PBDTT-INDI,-5.47,-3.49,1.98,S428,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c(-c3ccc(C)s3)cc3c(cc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c43)c2c1=O,Cc1ccc(s1)-c1cc2c3c(c(cc2c2c1c(=O)n(C)c2=O)-c1ccc(s1)-c1cc2c(-c4cccs4)c4sc(cc4c(-c4cccs4)c2s1)-c1ccc(s1)-c1cc2c4c(c(cc2c2c1c(=O)n(C)c2=O)-c1ccc(s1)-c1cc2c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c2s1)c(=O)n(C)c4=O)c(=O)n(C)c3=O
1022,PTzBT-BOOD,-5.23,-3.43,1.8,S83,CCCCCCCCCCC(CCCCCCCC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCC)CCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCC)CCCCCC)nc6s5)s4)cc3CC(CCCCCCCC)CCCCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C
1023,PHF,-5.36,-3.62,1.74,S474,CCCCCCCCOc1cc(F)cc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)s4)c3nc2-c2cc(F)cc(OCCCCCCCC)c2)c1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(C)cc2C4(c2ccccc2)c2ccccc2)c2nc(-c3cccc(F)c3)c(nc12)-c1cccc(F)c1
1024,PTzBT-12OD,-5.21,-3.41,1.8,S83,CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C
1025,PBDTA-MIM,-5.94,-4.28,1.66,S268,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5cc6c(CCC(CCCC)CCCCCC)c7sc(-c8sc(C)cc8C)cc7c(CCC(CCCC)CCCCCC)c6s5)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2/C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2cc3c(C)c4sc(cc4c(C)c3s2)-c2sc(C)cc2C)c2ccc(C)cc12
1026,PBDT-PTTQ,-5.18,-3.56,1.62,S243,CCCCCCCCOc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nc(-c6ccc(-c7cc(CCCCCCCC)c(-c8cc(CCCCCCCC)cs8)s7)cc6)c(-c6ccc(-c7cc(CCCCCCCC)c(-c8cc(CCCCCCCC)cs8)s7)cc6)nc45)s3)sc2c(OCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(C)s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1
1027,PCDCTBT,-5.38,-3.72,1.66,S334,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(c1ccc(OCC(CC)CCCC)cc1)c1ccc(OCC(CC)CCCC)cc1)C(c1ccc(OCC(CC)CCCC)cc1)(c1ccc(OCC(CC)CCCC)cc1)c1cc(C)sc1-3,Cc1cc2c(s1)-c1cc3n(C)c4cc5-c6sc(cc6C(c5cc4c3cc1C2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c(s2)-c2cc4n(C)c5cc6-c7sc(cc7C(c6cc5c4cc2C3(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12
1028,PTR9a,-5.23,-3.39,1.84,S283,CCCCCCC(CCCC)COc1c2sc3c(sc4c(OCC(CC)CCCC)c5cc(-c6sc(C)c7c(F)c(C(=O)OCC(CC)CCCC)sc67)sc5c(OC[C@H](CC)CCCC)c43)c2c(OCC(CC)CCCC)c2sc3c(sc4c(OCC(CC)CCCC)c5cc(C)sc5c(OCC(CC)CCCC)c43)c12,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(OC)c3sc4c(sc5c(OC)c6c(sc7c6sc6c(OC)c8cc(sc8c(OC)c76)-c6sc(-c7cc8c(OC)c9sc%10c(sc%11c(OC)c%12c(sc%13c%12sc%12c(OC)c%14cc(C)sc%14c(OC)c%13%12)c(OC)c%10%11)c9c(OC)c8s7)c7sc(C(=O)OC)c(F)c67)c(OC)c45)c3c(OC)c2s1
1029,PAn-BTBT (P2),-5.3,-3.19,2.11,S150,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5ccc(-c6c7cc(OCCCCCCCC)c(OCCCCCCCC)cc7c(-c7ccc(C)cc7)c7cc(OCCCCCCCC)c(OCCCCCCCC)cc67)cc5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,COc1cc2c(-c3ccc(C)cc3)c3cc(OC)c(OC)cc3c(-c3ccc(cc3)-c3ccc(s3)-c3ccc(-c4ccc(s4)-c4ccc(cc4)-c4c5cc(OC)c(OC)cc5c(-c5ccc(cc5)-c5ccc(s5)-c5ccc(-c6ccc(C)s6)c6nc(-c7ccccc7)c(nc56)-c5ccccc5)c5cc(OC)c(OC)cc45)c4nc(-c5ccccc5)c(nc34)-c3ccccc3)c2cc1OC
1030,PBDT-IIG,-5.38,-3.79,1.59,S270,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8ccc(C)s8)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2/C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(C)s2)c2ccc(C)cc12
1031,LGC-D013,-5.56,-3.72,1.84,S494,CCCCCCCCCCCCN1C(=O)c2c(C)sc(-c3ccc(-c4sc(-c5ccc(-c6sc(-c7cc8c(-c9ccc(CC(CC)CCCC)s9)c9sc(C)cc9c(-c9ccc(CC(CC)CCCC)s9)c8s7)c7c6C(=O)N(CCCCCCCCCCCC)C7=O)s5)c(CCCCCCCC)c4CCCCCCCC)s3)c2C1=O,CN1C(=O)c2c(C)sc(-c3ccc(s3)-c3sc(c(C)c3C)-c3ccc(s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O
1032,PBT-HD-DPP-C16,-5.13,-3.65,1.48,S285,CCCCCCCCC(CCCCCC)COc1c2sc3cc(-c4ccc(C5=C6C(=O)N(CC(CCCCCC)CCCCCCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CCCCCC)CCCCCCCC)s4)sc3c2c(OCC(CCCCCC)CCCCCCCC)c2sc3cc(C)sc3c12,COc1c2sc3cc(sc3c2c(OC)c2sc3cc(C)sc3c12)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(C)s1
1033,PIDT-EHNT,-5.48,-3.79,1.69,S111,CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCCCC)cc2)(c2ccc(CCCCCCCC)cc2)c2cc(-c3sc(-c5cc6c(cc(-c7cc(C[C@H](CC)CCCC)c(C)s7)c7nsnc76)c6nsnc56)cc3C[C@@H](CC)CCCC)sc2-4)cc1,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(C)s1
1034,PzIIG-BTT2TC10,-5.4,-3.76,1.64,S418,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5ccc6c(c5)N(CCCCCCCC)C(=O)/C6=C/c5cnc(C=C6C(=O)N(CCCCCCCC)c7cc(C)ccc76)cn5)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,CN1C(=O)\C(=C\c2cnc(\C=C3\C(=O)N(C)c4cc(ccc34)-c3cc4sc5c(-c6cccs6)c6c(sc7cc(C)sc67)c(-c6cccs6)c5c4s3)cn2)c2ccc(C)cc12
1035,P1,-5.12,-3.89,1.23,S492,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6sc(-c7cc(CCCCCC)c(-c8ccc(-c9ccc(C)s9)s8)s7)c7c6C(=O)N(CCCCCCCC)C7=O)cc5CCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1C,CN1C(C)=C2C(=O)N(C)C(=C2C1=O)c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1sc(-c2cc(C)c(s2)-c2ccc(s2)-c2ccc(C)s2)c2C(=O)N(C)C(=O)c12
1036,PDPPDTBDT,-5.35,-3.85,1.5,S286,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6c(CC(CC)CCCCC)c7c(sc8cc(C)sc87)c(CC(CC)CCCCC)c6c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2sc3c(C)c4c(sc5cc(C)sc45)c(C)c3c2s1
1037,PTzBT-14OD,-5.21,-3.41,1.8,S83,CCCCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCCCC)CCCCCCCCCC)nc6s5)s4)cc3CCCCCCCCCCCCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C
1038,PphQx,-5.4,-3.65,1.75,S447,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nc7c8cc(OCCC(C)CCCC(C)C)c(OCCC(C)CCCC(C)C)cc8c8cc(OCCC(C)CCCC(C)C)c(OCCC(C)CCCC(C)C)cc8c7nc56)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc4c5ccccc5c5ccccc5c4nc23)c2nc3c4ccccc4c4ccccc4c3nc12
1039,"PffBT-T3(1,2)-2",-5.31,-3.68,1.63,S264,CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4cc(CC(CCCCCC)CCCCCCC)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)s4)s3)c3nsnc23)sc1-c1cc(CC(CCCCCC)CCCCCCC)c(C)s1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2sc(cc2C)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(s3)-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
1040,PQx,-5.4,-3.58,1.82,S447,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nc(-c7ccc(OCCC(C)CCCC(C)C)c(OCCC(C)CCCC(C)C)c7)c(-c7ccc(OCCC(C)CCCC(C)C)c(OCCC(C)CCCC(C)C)c7)nc56)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1
1041,BFS3,-5.2,-3.62,1.58,S186,CCCCCCc1cc(-c2c3cc(-c4c(F)cc(-c5cc6c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c7sc(-c8cc(F)c(C)c9nsnc89)cc7c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(C)sc23)sc1CC(CC)CCCC,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1c(F)cc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2cc(F)c(C)c3nsnc23)c2nsnc12
1042,PBDT-OIO,-5.74,-4.15,1.59,S394,CCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CCCCCC)CCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCCCC)c(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)sc1C,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1sc(cc1C)-c1ccc2\C(C(=O)N(C)c2c1)=C1\C(=O)N(C)c2cc(ccc12)-c1cc(C)c(C)s1
