idx,HOMO-B3LYP(eV),LUMO-B3LYP(eV),HOMO-LUMO-B3LYP(eV),HOMO-wB97XD(eV),LUMO-wB97XD(eV),HOMO-LUMO-wB97XD(eV),HOMO-camB3LYP(eV),LUMO-camB3LYP(eV),HOMO-LUMO-camB3LYP(eV),HOMO-PBE(eV),LUMO-PBE(eV),HOMO-LUMO-PBE(eV),S1-state-B3LYP(eV)
931,-4.6077,-2.33446,2.27324,-6.31957,-0.90369,5.41588,-5.75521,-1.4052,4.35001,-4.08035,-2.74345,1.3369,1.9714
932,-4.91274,-2.41664,2.4961,-6.64937,-0.949949,5.69942,-6.0831,-1.45771,4.62539,-4.38076,-2.8474,1.53336,2.2415
933,-4.92227,-2.43106,2.4912,-6.65754,-0.961378,5.69616,-6.09181,-1.47023,4.62158,-4.39056,-2.86264,1.52792,2.2369
934,-4.73179,-2.85012,1.88167,-6.40529,-1.4803,4.92499,-5.83004,-1.96902,3.86102,-4.23382,-3.23543,0.998386,1.6875
935,-4.92227,-2.42617,2.4961,-6.65754,-0.958113,5.69942,-6.09181,-1.46642,4.62539,-4.39028,-2.85665,1.53363,2.2413
936,-4.71247,-2.67161,2.04085,-6.38678,-1.24111,5.14567,-5.81562,-1.74615,4.06946,-4.16661,-3.06455,1.10206,1.7923
937,-4.82567,-2.97039,1.85527,-6.5242,-1.54533,4.97887,-5.95439,-2.05446,3.89993,-4.33124,-3.36959,0.96165,1.5758
938,-5.16771,-2.94264,2.22507,-6.94135,-1.45853,5.48282,-6.36012,-1.95677,4.40335,-4.58947,-3.39816,1.19131,1.9507
939,-4.65287,-2.49011,2.16276,-6.40257,-1.00546,5.39711,-5.83494,-1.52547,4.30947,-4.05531,-2.90509,1.15023,1.9898
940,-5.04662,-2.88141,2.16521,-6.78216,-1.45554,5.32663,-6.20311,-1.95595,4.24715,-4.49668,-3.30047,1.19621,1.8678
941,-4.60063,-2.26399,2.33664,-6.30379,-0.800831,5.50296,-5.73616,-1.3105,4.42566,-4.10511,-2.70454,1.40057,2.0339
942,-5.02866,-2.73039,2.29827,-6.79713,-1.2588,5.53833,-6.21698,-1.76112,4.45586,-4.46348,-3.16686,1.29662,2.0254
943,-4.84635,-2.82617,2.02017,-6.55577,-1.40084,5.15492,-5.98569,-1.9116,4.07409,-4.32171,-3.20713,1.11458,1.7211
944,-4.93778,-2.66399,2.27378,-6.68801,-1.16791,5.5201,-6.1144,-1.67921,4.43518,-4.37532,-3.1108,1.26451,2.0458
945,-5.00281,-2.76658,2.23623,-6.76067,-1.29472,5.46595,-6.18324,-1.79622,4.38702,-4.44824,-3.20768,1.24057,1.9753
946,-5.06485,-2.94726,2.11759,-6.81645,-1.51649,5.29996,-6.24147,-2.01555,4.22593,-4.5062,-3.33938,1.16682,1.8855
947,-4.75356,-2.59161,2.16194,-6.46243,-1.16682,5.29561,-5.88854,-1.65826,4.23028,-4.25885,-3.05774,1.20111,1.8365
948,-4.70539,-2.82699,1.8784,-6.38569,-1.46234,4.92335,-5.80881,-1.94997,3.85885,-4.2047,-3.20768,0.997025,1.6876
949,-5.09887,-2.94155,2.15732,-6.79849,-1.53064,5.26785,-6.23249,-2.02942,4.20307,-4.57287,-3.31299,1.25989,1.8662
950,-4.64281,-2.10045,2.54236,-6.37753,-0.542867,5.83466,-5.80065,-1.05825,4.7424,-4.12497,-2.66046,1.46452,2.2125
951,-4.67709,-2.70073,1.97636,-6.38542,-1.25336,5.13207,-5.81317,-1.75296,4.06021,-4.20525,-3.19162,1.01362,1.6465
952,-4.8488,-2.81393,2.03487,-6.56012,-1.38479,5.17533,-5.98732,-1.89391,4.09341,-4.32688,-3.20741,1.11948,1.7353
953,-4.75083,-2.55977,2.19106,-6.56202,-1.05961,5.50241,-5.97698,-1.5837,4.39328,-4.09096,-3.01774,1.07322,1.9434
954,-4.81179,-2.2765,2.53528,-6.53155,-0.825593,5.70595,-5.95739,-1.32764,4.62974,-4.27382,-2.72604,1.54778,2.2268
955,-4.84689,-2.79733,2.04956,-6.57862,-1.34234,5.23629,-6.00637,-1.84058,4.16579,-4.32226,-3.22183,1.10043,1.7763
956,-4.84036,-2.97203,1.86833,-6.53862,-1.5886,4.95002,-5.96419,-2.08303,3.88116,-4.34702,-3.36768,0.979338,1.5895
957,-4.67192,-2.39596,2.27596,-6.39304,-0.901513,5.49153,-5.81861,-1.40384,4.41477,-4.18838,-2.92577,1.26261,1.9179
958,-4.77206,-2.48658,2.28548,-6.50107,-1.01907,5.482,-5.92745,-1.5222,4.40525,-4.26375,-2.96604,1.29771,1.9288
959,-4.88553,-2.24031,2.64522,-6.60883,-0.758653,5.85017,-6.03548,-1.27159,4.7639,-4.33287,-2.68522,1.64765,2.3655
960,-4.86676,-2.59787,2.26888,-6.60339,-1.13689,5.46649,-6.03331,-1.65418,4.37913,-4.32688,-3.03244,1.29445,1.9702
961,-4.96444,-2.63787,2.32657,-6.70407,-1.17771,5.52636,-6.13481,-1.69064,4.44416,-4.41233,-3.05121,1.36111,2.0758
962,-4.62866,-2.55923,2.06943,-6.33563,-1.16057,5.17506,-5.76391,-1.66289,4.10103,-4.10293,-2.95026,1.15267,1.919
963,-4.94131,-2.44249,2.49882,-6.65237,-1.01879,5.63357,-6.07712,-1.51132,4.5658,-4.40933,-2.87325,1.53608,2.1866
964,-4.60553,-2.3078,2.29773,-6.31195,-0.872397,5.43955,-5.74215,-1.37526,4.36688,-4.11572,-2.73556,1.38016,1.9954
965,-4.62213,-2.46154,2.16058,-6.33807,-1.04492,5.29316,-5.75956,-1.54914,4.21042,-4.08171,-2.86617,1.21553,2.0267
966,-4.82703,-2.36848,2.45855,-6.52692,-0.885458,5.64146,-5.95521,-1.39649,4.55872,-4.32743,-2.82155,1.50588,2.1295
967,-4.98023,-2.6942,2.28603,-6.69209,-1.2607,5.43139,-6.1261,-1.75432,4.37178,-4.46321,-3.12142,1.34179,1.9815
968,-5.02785,-2.67569,2.35215,-6.78842,-1.17145,5.61697,-6.20964,-1.6833,4.52634,-4.44824,-3.13257,1.31567,2.1046
969,-4.77723,-2.81692,1.96031,-6.48964,-1.38125,5.10839,-5.91739,-1.8882,4.02919,-4.24334,-3.21883,1.02451,1.7082
970,-4.82158,-2.8942,1.92738,-6.54352,-1.47458,5.06894,-5.96936,-1.98371,3.98565,-4.26838,-3.26183,1.00655,1.68
971,-4.92771,-2.85284,2.07487,-6.64774,-1.44438,5.20336,-6.07358,-1.9467,4.12688,-4.40471,-3.25802,1.14669,1.7905
972,-5.17071,-2.75298,2.41773,-6.90734,-1.28846,5.61888,-6.32991,-1.7867,4.54321,-4.63519,-3.29584,1.33934,2.1156
973,-4.96472,-2.87379,2.09092,-6.68203,-1.41771,5.26431,-6.10596,-1.91405,4.19191,-4.44117,-3.30836,1.13281,1.7811
974,-4.99356,-2.85937,2.13419,-6.72937,-1.44765,5.28173,-6.15304,-1.95106,4.20198,-4.46239,-3.26564,1.19676,1.8429
975,-4.98866,-2.84849,2.14018,-6.72203,-1.43676,5.28527,-6.14515,-1.94017,4.20497,-4.45913,-3.25503,1.2041,1.8482
976,-4.90267,-2.91379,1.98888,-6.61318,-1.50942,5.10377,-6.04501,-2.01119,4.03381,-4.39301,-3.30972,1.08329,1.7297
977,-4.88934,-2.66372,2.22562,-6.63114,-1.21417,5.41697,-6.05562,-1.72411,4.33151,-4.36062,-3.10183,1.2588,1.9315
978,-4.75954,-2.71461,2.04494,-6.46651,-1.27023,5.19629,-5.89426,-1.7769,4.11735,-4.2564,-3.14645,1.10995,1.7442
979,-4.76118,-2.31025,2.45093,-6.4861,-0.85607,5.63003,-5.91657,-1.35349,4.56308,-4.2545,-2.76821,1.48629,2.1385
980,-4.71655,-2.86291,1.85364,-6.40066,-1.50397,4.89669,-5.82242,-1.99024,3.83218,-4.21477,-3.23843,0.976344,1.6676
981,-4.91247,-2.85801,2.05446,-6.64257,-1.45445,5.18812,-6.06678,-1.9565,4.11028,-4.3911,-3.25911,1.13199,1.7778
982,-4.53614,-2.42317,2.11296,-6.22624,-0.998658,5.22758,-5.66187,-1.50506,4.15681,-3.99327,-2.8093,1.18397,2.0142
983,-4.75083,-2.36086,2.38998,-6.49672,-0.900152,5.59656,-5.92419,-1.40656,4.51763,-4.22647,-2.79243,1.43404,2.1203
984,-4.66457,-2.27242,2.39215,-6.37889,-0.818246,5.56065,-5.81017,-1.32329,4.48688,-4.13831,-2.71297,1.42533,2.0937
985,-5.06948,-3.11598,1.9535,-6.80693,-1.54397,5.26295,-6.23277,-2.05963,4.17314,-4.50321,-3.61639,0.886819,1.637
986,-4.82757,-2.84522,1.98235,-6.55277,-1.46969,5.08309,-5.97644,-1.9633,4.01313,-4.32035,-3.23788,1.08247,1.7023
987,-4.60689,-2.5029,2.10398,-6.29454,-1.10124,5.19329,-5.73126,-1.6052,4.12606,-4.07055,-2.88631,1.18424,1.9414
988,-4.92227,-2.42617,2.4961,-6.65754,-0.958113,5.69942,-6.09181,-1.46642,4.62539,-4.39028,-2.85665,1.53363,2.2413
989,-4.76145,-2.55161,2.20984,-6.47195,-1.10669,5.36527,-5.89834,-1.60139,4.29695,-4.2613,-3.03135,1.22995,1.8854
990,-4.72988,-2.62535,2.10453,-6.4227,-1.24683,5.17588,-5.85888,-1.72575,4.13314,-4.21232,-3.01829,1.19404,1.8414
991,-4.73641,-2.63978,2.09664,-6.42379,-1.21907,5.20472,-5.85698,-1.71187,4.14511,-4.236,-3.08359,1.1524,1.7974
992,-4.71492,-2.59705,2.11786,-6.40719,-1.16437,5.24282,-5.84092,-1.65908,4.18184,-4.21749,-3.06074,1.15676,1.8173
993,-4.91274,-2.41691,2.49583,-6.64937,-0.949949,5.69942,-6.0831,-1.45771,4.62539,-4.38076,-2.8474,1.53336,2.2415
994,-4.76716,-2.81066,1.9565,-6.4608,-1.38125,5.07955,-5.888,-1.88466,4.00334,-4.28851,-3.23924,1.04927,1.6756
995,-4.86784,-3.04713,1.82071,-6.54624,-1.69663,4.84961,-5.96637,-2.17419,3.79218,-4.36307,-3.41938,0.943691,1.6294
996,-4.67655,-3.22156,1.45499,-6.27005,-1.90452,4.36552,-5.70051,-2.38481,3.31571,-4.26538,-3.58374,0.681645,1.2377
997,-5.002,-2.92713,2.07487,-6.7174,-1.51731,5.20009,-6.14596,-2.01936,4.12661,-4.48607,-3.33013,1.15594,1.7983
998,-5.01397,-2.46372,2.55025,-6.73591,-0.997297,5.73861,-6.16147,-1.50452,4.65696,-4.48716,-2.89964,1.58751,2.1973
999,-4.95982,-2.41229,2.54753,-6.66869,-0.957024,5.71167,-6.09562,-1.45799,4.63764,-4.44171,-2.85039,1.59132,2.1984
1000,-4.86104,-2.99625,1.8648,-6.54216,-1.58969,4.95247,-5.9729,-2.09256,3.88034,-4.36008,-3.35788,1.0022,1.569
1001,-4.91274,-2.47814,2.4346,-6.6189,-1.04764,5.57126,-6.048,-1.5418,4.5062,-4.36634,-2.90454,1.4618,2.1573
1002,-4.74131,-2.81121,1.9301,-6.45182,-1.41281,5.039,-5.88228,-1.91595,3.96633,-4.24498,-3.20632,1.03866,1.6699
1003,-4.73587,-2.95488,1.78098,-6.38107,-1.57799,4.80308,-5.80772,-2.06997,3.73776,-4.24661,-3.30509,0.941514,1.5766
1004,-4.94648,-2.50481,2.44168,-6.65781,-1.07594,5.58187,-6.08555,-1.56955,4.516,-4.39518,-2.92931,1.46588,2.1616
1005,-4.68471,-2.21936,2.46535,-6.41372,-0.720013,5.69371,-5.84773,-1.23921,4.60852,-4.1628,-2.65964,1.50316,2.2024
1006,-4.6907,-2.38481,2.30589,-6.38433,-0.974712,5.40962,-5.81235,-1.4637,4.34865,-4.19654,-2.81774,1.3788,2.0058
1007,-4.91465,-2.60032,2.31433,-6.61155,-1.12193,5.48962,-6.04229,-1.62506,4.41722,-4.37804,-3.04468,1.33336,2.0966
1008,-4.69641,-2.37174,2.32467,-6.39168,-0.957296,5.43438,-5.8197,-1.44737,4.37232,-4.20062,-2.8074,1.39322,2.0212
1009,-4.89369,-2.86019,2.03351,-6.60393,-1.43867,5.16526,-6.03086,-1.94507,4.08579,-4.37722,-3.25312,1.1241,1.7362
1010,-4.81859,-2.77039,2.0482,-6.52393,-1.33172,5.1922,-5.95113,-1.83568,4.11545,-4.32443,-3.20441,1.12002,1.7528
1011,-5.03519,-2.38426,2.65093,-6.69346,-0.916479,5.77698,-6.13127,-1.41962,4.71165,-4.51709,-2.83543,1.68166,2.3467
1012,-4.81886,-2.80359,2.01527,-6.52665,-1.37064,5.15601,-5.95412,-1.87813,4.07599,-4.30783,-3.2153,1.09254,1.7255
1013,-4.65723,-2.70862,1.94861,-6.35168,-1.27866,5.07302,-5.77915,-1.77935,3.9998,-4.12742,-3.12033,1.00709,1.8161
1014,-4.74594,-2.48821,2.25773,-6.46869,-0.989678,5.47901,-5.89943,-1.51703,4.38239,-4.23545,-2.94019,1.29526,1.9558
1015,-4.44634,-2.70209,1.74425,-6.07548,-1.35159,4.7239,-5.51547,-1.84221,3.67326,-3.97858,-3.09285,0.88573,1.522
1016,-4.91274,-2.46726,2.44549,-6.61971,-1.03403,5.58568,-6.04909,-1.52901,4.52008,-4.36552,-2.89529,1.47023,2.1669
1017,-4.63791,-2.62399,2.01391,-6.3261,-1.17499,5.15111,-5.75575,-1.68683,4.06892,-4.1715,-3.06455,1.10696,1.7128
1018,-4.70566,-2.33637,2.36929,-6.43576,-0.842464,5.5933,-5.8665,-1.35594,4.51056,-4.19055,-2.82128,1.36928,2.0581
1019,-4.73941,-2.51161,2.2278,-6.47413,-1.02505,5.44908,-5.90324,-1.53799,4.36525,-4.21885,-2.9791,1.23975,1.9149
1020,-4.74131,-2.87788,1.86344,-6.42814,-1.51159,4.91655,-5.85208,-2.00303,3.84905,-4.22838,-3.24605,0.982331,1.6834
1021,-5.04635,-3.1089,1.93745,-6.774,-1.5418,5.2322,-6.19739,-2.05555,4.14184,-4.50893,-3.61177,0.897159,1.6217
1022,-4.91274,-2.41664,2.4961,-6.64937,-0.949949,5.69942,-6.0831,-1.45771,4.62539,-4.38076,-2.8474,1.53336,2.2415
1023,-4.73424,-2.35542,2.37882,-6.47087,-0.834845,5.63602,-5.89997,-1.34696,4.55301,-4.21858,-2.87189,1.34669,2.0524
1024,-4.92227,-2.42589,2.49637,-6.65781,-0.957841,5.69997,-6.09208,-1.46615,4.62593,-4.39028,-2.85638,1.53391,2.2417
1025,-4.94023,-2.74808,2.19215,-6.6823,-1.23186,5.45044,-6.11004,-1.74262,4.36743,-4.38049,-3.20441,1.17608,1.9528
1026,-4.70539,-2.55624,2.14915,-6.41182,-1.0988,5.31302,-5.84201,-1.59731,4.2447,-4.20579,-3.04958,1.15621,1.8377
1027,-4.62267,-2.59488,2.02779,-6.31114,-1.1554,5.15574,-5.74051,-1.66479,4.07572,-4.15191,-3.0308,1.12111,1.7247
1028,-4.91682,-2.6229,2.29392,-6.63713,-1.20737,5.42976,-6.06623,-1.70534,4.3609,-4.34511,-3.02672,1.31839,2.0163
1029,-4.64172,-2.3527,2.28902,-6.45182,-0.838383,5.61344,-5.86351,-1.34669,4.51682,-3.99137,-2.88985,1.10152,2.0231
1030,-4.99846,-2.77719,2.22126,-6.73482,-1.25961,5.4752,-6.16202,-1.76928,4.39273,-4.45205,-3.24142,1.21063,1.9714
1031,-5.10594,-2.46181,2.64413,-6.83523,-0.966548,5.86868,-6.26433,-1.47839,4.78594,-4.5492,-2.9089,1.6403,2.2956
1032,-4.76471,-2.54644,2.21827,-6.48474,-1.13227,5.35248,-5.90922,-1.63785,4.27137,-4.20443,-2.94672,1.25771,2.081
1033,-4.73913,-2.81066,1.92847,-6.44855,-1.41254,5.03601,-5.87929,-1.91568,3.96361,-4.24307,-3.2055,1.03757,1.6685
1034,-5.11764,-2.95135,2.1663,-6.8804,-1.47921,5.40119,-6.29835,-1.97609,4.32226,-4.56852,-3.39462,1.1739,1.9186
1035,-4.86022,-2.66372,2.1965,-6.57998,-1.21308,5.3669,-6.00664,-1.72085,4.28579,-4.30076,-3.06046,1.24029,1.9686
1036,-4.73805,-2.58563,2.15242,-6.4608,-1.18723,5.27357,-5.88092,-1.68738,4.19355,-4.18756,-2.97856,1.209,2.0436
1037,-4.91247,-2.41691,2.49556,-6.64883,-0.950221,5.69861,-6.08283,-1.45799,4.62485,-4.38076,-2.84767,1.53309,2.2412
1038,-4.82839,-2.55243,2.27596,-6.55658,-1.08655,5.47003,-5.98024,-1.58098,4.39926,-4.32552,-3.06237,1.26315,1.9374
1039,-4.79111,-2.80903,1.98208,-6.48991,-1.37934,5.11057,-5.92365,-1.89228,4.03137,-4.27137,-3.18536,1.08601,1.7057
1040,-4.7707,-2.4278,2.3429,-6.48964,-0.954031,5.53561,-5.9163,-1.45118,4.46512,-4.27219,-2.93747,1.33472,2.0069
1041,-5.04744,-2.88114,2.1663,-6.78352,-1.45472,5.3288,-6.20419,-1.95541,4.24878,-4.4975,-3.30047,1.19703,1.8685
1042,-4.97424,-2.73039,2.24385,-6.73999,-1.26043,5.47956,-6.16637,-1.76411,4.40226,-4.39409,-3.15924,1.23485,1.9877
1043,-5.002,-2.9274,2.0746,-6.7174,-1.51731,5.20009,-6.14596,-2.01936,4.12661,-4.48607,-3.33013,1.15594,1.7983
1044,-4.99302,-2.93311,2.0599,-6.70488,-1.52574,5.17914,-6.13399,-2.02752,4.10647,-4.47981,-3.33421,1.1456,1.7866
1045,-4.93261,-2.67025,2.26235,-6.66488,-1.18342,5.48146,-6.08991,-1.68357,4.40634,-4.3979,-3.16686,1.23104,1.9104
1046,-4.86893,-2.33256,2.53637,-6.62243,-0.852805,5.76963,-6.05045,-1.36465,4.6858,-4.32987,-2.78209,1.54778,2.1848
1047,-4.73315,-2.57529,2.15786,-6.45454,-1.17308,5.28146,-5.87575,-1.67459,4.20116,-4.18429,-2.97312,1.21118,2.0424
1048,-4.79084,-2.80903,1.9818,-6.48991,-1.37962,5.1103,-5.92365,-1.89228,4.03137,-4.2711,-3.18536,1.08573,1.7055
1049,-4.57587,-2.44004,2.13582,-6.2744,-1.04192,5.23248,-5.70487,-1.54588,4.15899,-4.04307,-2.83026,1.21281,1.9821
1050,-4.62403,-2.5127,2.11133,-6.33236,-1.11022,5.22214,-5.75738,-1.61255,4.14484,-4.09368,-2.91135,1.18233,1.9807
1051,-4.45369,-2.31406,2.13963,-6.13753,-0.88573,5.2518,-5.57452,-1.39322,4.1813,-3.91545,-2.70916,1.20628,1.9548
1052,-4.60689,-2.50317,2.10371,-6.29426,-1.10124,5.19302,-5.73126,-1.60547,4.12579,-4.07055,-2.88631,1.18424,1.9412
1053,-4.72825,-2.69583,2.03242,-6.4295,-1.2822,5.1473,-5.85181,-1.78316,4.06865,-4.19436,-3.09475,1.09961,1.8489
1054,-5.02649,-2.72985,2.29664,-6.7955,-1.25717,5.53833,-6.21508,-1.75949,4.45559,-4.46076,-3.16713,1.29363,2.0226
1055,-5.03601,-2.73502,2.30099,-6.80393,-1.26315,5.54078,-6.22351,-1.76547,4.45804,-4.47246,-3.17121,1.30125,2.0295
1056,-4.87682,-2.57637,2.30045,-6.59087,-1.16084,5.43003,-6.02052,-1.65772,4.3628,-4.31273,-2.98101,1.33172,2.0237
1057,-4.84852,-2.81257,2.03596,-6.55985,-1.38397,5.17588,-5.98705,-1.89337,4.09368,-4.32715,-3.20496,1.1222,1.7363
1058,-4.72907,-2.56494,2.16412,-6.44121,-1.15403,5.28717,-5.86487,-1.63513,4.22974,-4.24062,-3.05067,1.18995,1.8366
1059,-4.55818,-3.2553,1.30288,-6.15004,-2.00466,4.14538,-5.59003,-2.47923,3.1108,-4.14865,-3.5919,0.556745,1.1049
1060,-4.72553,-2.55923,2.1663,-6.43549,-1.14642,5.28908,-5.85943,-1.62806,4.23137,-4.24035,-3.0455,1.19485,1.8405
1061,-4.82186,-2.70236,2.11949,-6.54679,-1.1856,5.36119,-5.97916,-1.69609,4.28307,-4.29504,-3.16196,1.13308,1.9086
1062,-4.78077,-2.39297,2.3878,-6.49998,-0.903146,5.59684,-5.92637,-1.40411,4.52226,-4.27817,-2.9157,1.36247,2.0529
1063,-4.86431,-2.90073,1.96357,-6.58189,-1.52438,5.05751,-6.00854,-2.01772,3.99082,-4.356,-3.29312,1.06288,1.6881
1064,-4.98349,-2.90781,2.07568,-6.70189,-1.42343,5.27846,-6.13236,-1.94616,4.1862,-4.46756,-3.3372,1.13036,1.7955
1065,-5.00608,-2.76223,2.24385,-6.73618,-1.29553,5.44064,-6.1661,-1.81582,4.35028,-4.46267,-3.16441,1.29825,1.9514
1066,-4.93887,-2.67869,2.26018,-6.66325,-1.19621,5.46704,-6.09317,-1.71377,4.3794,-4.4145,-3.12278,1.29172,1.968
1067,-4.94785,-2.86944,2.07841,-6.67114,-1.46642,5.20472,-6.09535,-1.96793,4.12742,-4.42702,-3.27081,1.15621,1.7979
1068,-5.002,-2.9274,2.0746,-6.7174,-1.51731,5.20009,-6.14596,-2.01936,4.12661,-4.48607,-3.33013,1.15594,1.7983
1069,-4.7307,-2.8708,1.8599,-6.41563,-1.51404,4.90159,-5.8382,-2.00004,3.83817,-4.22511,-3.2436,0.981514,1.6733
1070,-4.69097,-2.40086,2.29011,-6.39712,-0.95267,5.44445,-5.81888,-1.45363,4.36525,-4.14457,-2.8406,1.30397,2.1959
1071,-4.8292,-2.46426,2.36494,-6.5476,-1.02015,5.52745,-5.96664,-1.52384,4.4428,-4.2662,-2.90618,1.36002,2.2165
1072,-4.68553,-2.85801,1.82752,-6.39059,-1.49118,4.89941,-5.82242,-1.9848,3.83762,-4.19899,-3.24006,0.958929,1.5794
1073,-4.42566,-2.71869,1.70697,-6.0929,-1.35349,4.73941,-5.52826,-1.85473,3.67354,-3.97449,-3.08142,0.893077,1.4499
1074,-5.03356,-2.73338,2.30018,-6.80366,-1.25934,5.54432,-6.22297,-1.76194,4.46103,-4.46784,-3.17203,1.29581,2.0237
1075,-4.17368,-3.36904,0.804641,-5.64908,-2.23079,3.41829,-5.09914,-2.68522,2.41392,-3.86755,-3.62292,0.24463,0.7292
1076,-4.48444,-2.61039,1.87405,-6.16311,-1.18179,4.98132,-5.5952,-1.68983,3.90538,-4.02892,-3.03352,0.995392,1.593
1077,-5.02513,-2.19841,2.82672,-6.76366,-0.683006,6.08065,-6.19004,-1.19159,4.99846,-4.47273,-2.67352,1.79922,2.4739
1078,-4.6975,-2.62427,2.07324,-6.39848,-1.23676,5.16173,-5.81915,-1.73092,4.08824,-4.17749,-3.02645,1.15104,1.9434
1079,-4.82784,-2.82971,1.99813,-6.53753,-1.43486,5.10268,-5.9582,-1.93255,4.02565,-4.27219,-3.2006,1.07158,1.7987
1080,-4.85778,-2.65066,2.20712,-6.60883,-1.11839,5.49044,-6.0431,-1.63268,4.41042,-4.2847,-3.1187,1.16601,1.9697
1081,-4.73968,-2.64794,2.09174,-6.45644,-1.12111,5.33534,-5.89453,-1.63377,4.26076,-4.19953,-3.10618,1.09335,1.8653
1082,-4.97206,-2.14725,2.82481,-6.7106,-0.600555,6.11004,-6.13943,-1.11648,5.02295,-4.41886,-2.63243,1.78643,2.4642
1083,-4.75873,-2.71869,2.04004,-6.47985,-1.28438,5.19547,-5.9095,-1.78588,4.12361,-4.22457,-3.12468,1.09988,1.8279
1084,-4.84335,-2.82345,2.0199,-6.56175,-1.38479,5.17697,-5.98895,-1.88602,4.10293,-4.2926,-3.23081,1.06179,1.8048
1085,-4.8956,-2.90481,1.99078,-6.6159,-1.48438,5.13152,-6.04446,-1.98425,4.06021,-4.33749,-3.29067,1.04682,1.7825
1086,-4.43818,-3.40061,1.03757,-5.98841,-2.21664,3.77177,-5.43221,-2.6825,2.74971,-4.04796,-3.68687,0.361095,0.8736
1087,-4.39219,-2.33827,2.05391,-6.07249,-0.876206,5.19629,-5.50459,-1.37717,4.12742,-3.9383,-2.83924,1.09907,1.7418
1088,-4.60553,-2.31977,2.28576,-6.31903,-0.814164,5.50486,-5.74949,-1.31948,4.43001,-4.11926,-2.84577,1.27349,1.9731
1089,-4.72689,-2.6991,2.02779,-6.44529,-1.18288,5.26241,-5.8782,-1.69364,4.18457,-4.21232,-3.15625,1.05607,1.8416
1090,-4.5628,-2.38916,2.17365,-6.26569,-0.910493,5.3552,-5.6967,-1.41173,4.28498,-4.08661,-2.89502,1.19159,1.8553
1091,-4.636,-2.12793,2.50807,-6.34488,-0.673482,5.6714,-5.77698,-1.17145,4.60553,-4.14593,-2.60358,1.54234,2.1859
1092,-4.80172,-2.87134,1.93038,-6.51413,-1.47159,5.04254,-5.94487,-1.97364,3.97123,-4.28797,-3.26373,1.02424,1.6818
1093,-4.52852,-2.59787,1.93065,-6.21154,-1.17852,5.03302,-5.63765,-1.68411,3.95354,-4.05967,-3.0221,1.03757,1.6425
1094,-4.61206,-2.56767,2.04439,-6.31277,-1.09934,5.21343,-5.74024,-1.6169,4.12334,-4.12225,-3.00631,1.11594,1.8037
1095,-4.69043,-2.74481,1.94561,-6.37046,-1.33499,5.03547,-5.7982,-1.83459,3.96361,-4.17994,-3.13611,1.04383,1.7335
1096,-4.6341,-2.12766,2.50644,-6.34297,-0.674298,5.66867,-5.7748,-1.17199,4.6028,-4.14484,-2.60304,1.5418,2.1847
