idx,HOMO-B3LYP(eV),LUMO-B3LYP(eV),HOMO-LUMO-B3LYP(eV),HOMO-wB97XD(eV),LUMO-wB97XD(eV),HOMO-LUMO-wB97XD(eV),HOMO-camB3LYP(eV),LUMO-camB3LYP(eV),HOMO-LUMO-camB3LYP(eV),HOMO-PBE(eV),LUMO-PBE(eV),HOMO-LUMO-PBE(eV),S1-state-B3LYP(eV)
379,-4.81968,-2.75053,2.06915,-6.534,-1.3007,5.23329,-5.96337,-1.81065,4.15273,-4.30076,-3.17883,1.12193,1.7724
380,-4.59573,-2.63297,1.96276,-6.29182,-1.19267,5.09914,-5.71521,-1.69445,4.02075,-4.08007,-3.0591,1.02097,1.7543
381,-4.51137,-2.62889,1.88248,-6.21263,-1.19757,5.01506,-5.64663,-1.70561,3.94102,-3.94674,-3.03271,0.91403,1.6078
382,-4.92009,-2.25991,2.66018,-6.67141,-0.760014,5.9114,-6.09508,-1.2656,4.82948,-4.39545,-2.73883,1.65663,2.3264
383,-4.74376,-2.72005,2.02371,-6.44991,-1.28193,5.16799,-5.87793,-1.78588,4.09205,-4.24008,-3.15244,1.08764,1.7269
384,-4.51355,-2.16684,2.34671,-6.22651,-0.686271,5.54024,-5.65969,-1.18995,4.46974,-4.0164,-2.62427,1.39213,2.0272
385,-4.45069,-2.73883,1.71187,-6.11385,-1.40084,4.71301,-5.5416,-1.88793,3.65367,-3.9715,-3.08223,0.889268,1.5537
386,-4.87329,-2.5059,2.36739,-6.63032,-0.987773,5.64255,-6.05753,-1.51758,4.53995,-4.29695,-2.96631,1.33064,2.0056
387,-4.62457,-2.75542,1.86915,-6.30025,-1.34451,4.95574,-5.7367,-1.84466,3.89204,-4.12905,-3.16251,0.966548,1.5956
388,-4.68716,-2.77719,1.90997,-6.36583,-1.3622,5.00363,-5.80065,-1.86425,3.9364,-4.1998,-3.18373,1.01607,1.6333
389,-4.95111,-2.53801,2.41311,-6.66352,-1.11866,5.54486,-6.09208,-1.61091,4.48117,-4.39981,-2.95352,1.44628,2.1356
390,-4.78131,-2.7274,2.05391,-6.48964,-1.28274,5.2069,-5.91657,-1.78915,4.12742,-4.28008,-3.16142,1.11866,1.7544
391,-4.85233,-2.59678,2.25555,-6.58216,-1.09635,5.48581,-6.00909,-1.60955,4.39954,-4.32987,-3.06917,1.2607,1.9117
392,-5.01642,-2.58563,2.43079,-6.72203,-1.17227,5.54976,-6.15413,-1.66642,4.4877,-4.47709,-3.01012,1.46697,2.1589
393,-4.73995,-2.54508,2.19487,-6.50787,-1.04737,5.46051,-5.9212,-1.55976,4.36144,-4.12878,-2.99026,1.13852,1.9686
394,-4.84199,-2.56875,2.27324,-6.52991,-1.08764,5.44228,-5.96528,-1.60112,4.36416,-4.31709,-2.99053,1.32655,1.9445
395,-4.71573,-2.67842,2.03732,-6.41508,-1.29989,5.1152,-5.8431,-1.79704,4.04606,-4.17069,-3.05312,1.11757,1.7844
396,-4.79138,-2.52794,2.26344,-6.48093,-1.05145,5.42949,-5.91603,-1.56465,4.35137,-4.26674,-2.9489,1.31785,1.9367
397,-4.73968,-2.84604,1.89364,-6.42243,-1.47513,4.9473,-5.84827,-1.96793,3.88034,-4.22538,-3.2172,1.00818,1.7108
398,-4.74186,-2.84441,1.89745,-6.42488,-1.47322,4.95165,-5.85072,-1.96629,3.88442,-4.22729,-3.21639,1.0109,1.7141
399,-4.94159,-2.89393,2.04766,-6.62896,-1.46805,5.16091,-6.05834,-1.975,4.08334,-4.43001,-3.28142,1.14859,1.7528
400,-4.8458,-2.96441,1.88139,-6.52801,-1.52955,4.99846,-5.95875,-2.03813,3.92062,-4.36579,-3.37557,0.990222,1.5973
401,-4.65342,-2.74372,1.90969,-6.32937,-1.35023,4.97914,-5.76255,-1.84493,3.91762,-4.13069,-3.11652,1.01417,1.7334
402,-4.75356,-2.8289,1.92466,-6.45536,-1.40928,5.04608,-5.88228,-1.9067,3.97558,-4.23572,-3.2523,0.983419,1.6442
403,-4.73015,-2.42998,2.30018,-6.41862,-0.934167,5.48445,-5.8529,-1.44846,4.40443,-4.23463,-2.88196,1.35268,1.9641
404,-4.76907,-2.67651,2.09256,-6.47386,-1.22805,5.24581,-5.90705,-1.74071,4.16633,-4.25586,-3.10237,1.15349,1.7882
405,-4.76798,-2.68549,2.08249,-6.47168,-1.23458,5.2371,-5.90487,-1.74779,4.15708,-4.25504,-3.11135,1.14369,1.7814
406,-4.49478,-2.57556,1.91922,-6.20746,-1.11158,5.09588,-5.64473,-1.62969,4.01504,-3.89014,-2.99216,0.897976,1.6508
407,-4.73124,-2.46317,2.26807,-6.48202,-0.994848,5.48717,-5.90024,-1.50288,4.39736,-4.13776,-2.89502,1.24274,2.038
408,-4.87492,-2.21773,2.65719,-6.62515,-0.731986,5.89317,-6.05072,-1.2373,4.81342,-4.34593,-2.68604,1.65989,2.3233
409,-4.84961,-2.8142,2.03541,-6.56121,-1.3837,5.17751,-5.98868,-1.89337,4.09531,-4.32743,-3.20768,1.11975,1.7358
410,-5.00254,-2.40848,2.59406,-6.7389,-0.914302,5.8246,-6.17263,-1.42887,4.74376,-4.45396,-2.85066,1.60329,2.2605
411,-4.74594,-2.62998,2.11596,-6.454,-1.17635,5.27765,-5.88745,-1.69119,4.19627,-4.233,-3.05529,1.17771,1.803
412,-4.72417,-2.60059,2.12358,-6.42542,-1.12356,5.30187,-5.86324,-1.64085,4.22239,-4.20715,-3.03352,1.17363,1.8001
413,-4.58022,-2.64794,1.93228,-6.29535,-1.20193,5.09343,-5.73262,-1.71241,4.02021,-3.95708,-3.03026,0.92682,1.6778
414,-4.87519,-2.75434,2.12085,-6.57726,-1.30506,5.2722,-6.01072,-1.81418,4.19654,-4.34947,-3.15815,1.19131,1.8345
415,-4.82403,-2.66862,2.15541,-6.52284,-1.19648,5.32636,-5.96229,-1.70751,4.25477,-4.29668,-3.07706,1.21961,1.856
416,-5.06567,-2.39515,2.67052,-6.81509,-0.85607,5.95902,-6.24283,-1.36383,4.879,-4.49233,-2.95053,1.5418,2.3423
417,-4.75002,-2.94318,1.80684,-6.42896,-1.5252,4.90376,-5.85997,-2.03215,3.82782,-4.273,-3.34183,0.931173,1.5306
418,-5.08662,-2.87924,2.20739,-6.83441,-1.40247,5.43194,-6.25807,-1.90316,4.35491,-4.51682,-3.32414,1.19267,1.9226
419,-4.90431,-2.38127,2.52304,-6.62624,-0.934167,5.69208,-6.05589,-1.43894,4.61695,-4.35573,-2.80985,1.54588,2.2374
420,-4.85261,-2.60059,2.25201,-6.58189,-1.10016,5.48173,-6.00882,-1.61363,4.39518,-4.33069,-3.07298,1.25771,1.9088
421,-4.69941,-2.63896,2.06045,-6.40991,-1.21934,5.19057,-5.82405,-1.71649,4.10756,-4.17695,-3.05747,1.11948,1.8748
422,-4.89995,-2.29392,2.60603,-6.61318,-0.819879,5.7933,-6.04038,-1.32601,4.71437,-4.32987,-2.73202,1.59785,2.2819
423,-4.70077,-2.57991,2.12085,-6.40882,-1.1524,5.25642,-5.82813,-1.65418,4.17395,-4.16878,-2.99924,1.16955,1.9263
424,-4.87056,-2.57365,2.29691,-6.60447,-1.09335,5.51112,-6.03031,-1.61227,4.41804,-4.3296,-3.01176,1.31785,1.9622
425,-5.01152,-2.77447,2.23705,-6.77318,-1.29064,5.48255,-6.19821,-1.79486,4.40335,-4.44797,-3.21829,1.22968,1.9419
426,-4.40607,-2.53392,1.87214,-6.08664,-1.13335,4.95329,-5.51112,-1.63513,3.87599,-3.91218,-2.94182,0.970358,1.5959
427,-4.74703,-2.55297,2.19405,-6.46624,-1.09499,5.37125,-5.89453,-1.59404,4.30049,-4.23627,-3.04169,1.19458,1.871
428,-5.03982,-3.02863,2.01119,-6.71767,-1.57255,5.14513,-6.15113,-2.07106,4.08007,-4.50239,-3.45993,1.04247,1.7291
429,-5.01043,-2.31133,2.6991,-6.74189,-0.808722,5.93317,-6.16528,-1.32275,4.84254,-4.47981,-2.77366,1.70615,2.3462
430,-4.8488,-2.53882,2.30997,-6.58216,-1.04655,5.53561,-6.008,-1.56738,4.44063,-4.32062,-2.99434,1.32628,1.9721
431,-4.85206,-2.53229,2.31977,-6.58869,-1.03403,5.55466,-6.0148,-1.55676,4.45804,-4.32008,-2.98917,1.33091,1.9816
432,-4.67736,-2.5478,2.12956,-6.39386,-1.12737,5.26649,-5.81099,-1.62806,4.18293,-4.13912,-2.96223,1.17689,1.9359
433,-5.00553,-2.8191,2.18643,-6.73291,-1.37472,5.35819,-6.15467,-1.88412,4.27055,-4.44933,-3.22237,1.22696,1.8693
434,-4.90921,-2.59488,2.31433,-6.65427,-1.06288,5.59139,-6.0744,-1.57309,4.50131,-4.39491,-3.12305,1.27186,1.9783
435,-4.87165,-2.51025,2.3614,-6.58896,-1.08682,5.50214,-6.01725,-1.58588,4.43137,-4.3247,-2.91243,1.41227,2.0823
436,-4.78186,-2.258,2.52386,-6.50134,-0.808994,5.69235,-5.928,-1.31132,4.61668,-4.24089,-2.70617,1.53472,2.2197
437,-4.9571,-2.54835,2.40875,-6.67577,-1.13172,5.54405,-6.10378,-1.62969,4.4741,-4.42838,-2.96795,1.46043,2.123
438,-4.756,-2.21691,2.53909,-6.47304,-0.765184,5.70786,-5.90024,-1.26887,4.63138,-4.21668,-2.66318,1.5535,2.2308
439,-5.21941,-2.744,2.47542,-6.95224,-1.31404,5.6382,-6.37889,-1.80792,4.57097,-4.66077,-3.17094,1.48982,2.1676
440,-4.74539,-2.69583,2.04956,-6.45209,-1.2705,5.18159,-5.88364,-1.77745,4.1062,-4.24389,-3.10999,1.1339,1.7513
441,-5.11737,-1.99432,3.12305,-6.89754,-0.468852,6.42869,-6.31984,-0.981242,5.3386,-4.55573,-2.50073,2.055,2.8065
442,-4.60498,-2.67107,1.93391,-6.31059,-1.23866,5.07193,-5.73453,-1.74098,3.99354,-4.13042,-3.09992,1.03049,1.6468
443,-4.78594,-2.71406,2.07187,-6.49699,-1.26152,5.23547,-5.92528,-1.77092,4.15436,-4.27681,-3.14781,1.129,1.7731
444,-4.93941,-2.44304,2.49637,-6.64311,-0.956208,5.68691,-6.07766,-1.46914,4.60852,-4.39573,-2.86754,1.52819,2.2268
445,-4.84526,-2.80957,2.03568,-6.55849,-1.37744,5.18105,-5.98732,-1.88929,4.09803,-4.31464,-3.19924,1.11539,1.737
446,-4.72907,-2.58563,2.14344,-6.42406,-1.12954,5.29452,-5.85126,-1.63758,4.21368,-4.22511,-3.01638,1.20873,1.8771
447,-4.60852,-2.68114,1.92738,-6.28882,-1.2441,5.04472,-5.72092,-1.7535,3.96742,-4.1462,-3.11407,1.03213,1.641
448,-4.71736,-2.81502,1.90235,-6.40202,-1.39649,5.00553,-5.83521,-1.90643,3.92878,-4.22838,-3.20115,1.02723,1.615
449,-4.76362,-2.73937,2.02425,-6.45862,-1.30315,5.15547,-5.89018,-1.81718,4.073,-4.2681,-3.13666,1.13145,1.728
450,-4.6409,-2.62753,2.01337,-6.33154,-1.1739,5.15764,-5.76201,-1.68656,4.07545,-4.17287,-3.07026,1.10261,1.7165
451,-4.85233,-2.52032,2.33202,-6.56284,-1.10206,5.46078,-5.9895,-1.59894,4.39056,-4.31736,-2.92277,1.39458,2.0602
452,-4.42103,-2.66345,1.75758,-6.08474,-1.26533,4.81941,-5.51928,-1.76683,3.75245,-3.98402,-3.06699,0.917024,1.5052
453,-4.9805,-2.59896,2.38154,-6.68529,-1.15648,5.52881,-6.11358,-1.65608,4.4575,-4.46539,-3.02781,1.43758,2.0587
454,-4.83628,-2.96658,1.86969,-6.53536,-1.53826,4.9971,-5.96337,-2.0463,3.91708,-4.34266,-3.37639,0.966276,1.5871
455,-4.79165,-2.53828,2.25337,-6.53046,-1.04138,5.48908,-5.95521,-1.56193,4.39328,-4.27572,-3.00005,1.27567,1.9649
456,-4.75954,-2.4844,2.27514,-6.47386,-1.02641,5.44745,-5.89997,-1.52057,4.3794,-4.26593,-2.98536,1.28057,1.947
457,-4.65886,-2.784,1.87486,-6.34841,-1.4003,4.94812,-5.77235,-1.89554,3.87681,-4.1511,-3.15979,0.991311,1.6692
458,-4.91546,-2.38481,2.53066,-6.67794,-0.890356,5.78759,-6.09998,-1.39377,4.70621,-4.32987,-2.91298,1.4169,2.1586
459,-4.79492,-2.56576,2.22916,-6.51005,-1.12138,5.38867,-5.93671,-1.61608,4.32062,-4.29178,-3.04223,1.24955,1.9122
460,-5.0605,-2.28684,2.77366,-6.81101,-0.816341,5.99467,-6.23467,-1.32846,4.90621,-4.51192,-2.72549,1.78643,2.4905
461,-4.83329,-2.56032,2.27297,-6.55168,-1.11703,5.43466,-5.97834,-1.61418,4.36416,-4.32035,-3.024,1.29635,1.9446
462,-4.8673,-1.94017,2.92713,-6.62026,-0.435926,6.18433,-6.05208,-0.948044,5.10404,-4.29532,-2.42535,1.86997,2.6139
463,-4.85043,-2.81284,2.03759,-6.56175,-1.38315,5.1786,-5.98922,-1.89282,4.0964,-4.32851,-3.20577,1.12274,1.7375
464,-4.95982,-2.83815,2.12167,-6.69101,-1.37581,5.3152,-6.11494,-1.88412,4.23083,-4.43763,-3.28033,1.1573,1.8021
465,-4.85478,-2.78998,2.0648,-6.56447,-1.35377,5.21071,-5.98922,-1.85527,4.13395,-4.36389,-3.22781,1.13608,1.7683
466,-4.84716,-2.80032,2.04684,-6.58026,-1.34315,5.2371,-6.008,-1.84167,4.16633,-4.32062,-3.22618,1.09444,1.7727
467,-4.86676,-2.82155,2.04521,-6.57182,-1.39186,5.17996,-5.99766,-1.89228,4.10538,-4.37804,-3.25475,1.12329,1.7508
468,-4.7892,-2.77148,2.01772,-6.49264,-1.33309,5.15955,-5.91739,-1.83568,4.08171,-4.30511,-3.20904,1.09607,1.7303
469,-4.82948,-2.85202,1.97745,-6.5457,-1.42125,5.12445,-5.97371,-1.93364,4.04007,-4.30484,-3.24251,1.06233,1.6734
470,-4.85016,-2.81447,2.03568,-6.56175,-1.38424,5.17751,-5.98922,-1.89364,4.09558,-4.32797,-3.20795,1.12002,1.736
471,-4.77587,-2.0248,2.75107,-6.52692,-0.527084,5.99984,-5.95902,-1.03947,4.91955,-4.2164,-2.49283,1.72357,2.4314
472,-4.79873,-2.44304,2.35569,-6.50515,-1.00682,5.49833,-5.93263,-1.50234,4.43028,-4.30157,-2.88958,1.412,2.0629
473,-4.72036,-2.86726,1.85309,-6.40583,-1.51758,4.88825,-5.82977,-2.00602,3.82374,-4.20797,-3.22455,0.983419,1.7062
474,-4.66049,-2.28249,2.378,-6.3544,-0.81879,5.53561,-5.79004,-1.31703,4.47301,-4.1598,-2.73774,1.42207,2.0769
475,-4.57423,-2.64386,1.93038,-6.25481,-1.26179,4.99302,-5.68282,-1.75078,3.93204,-4.06701,-3.03108,1.03594,1.7017
476,-4.99465,-2.9206,2.07405,-6.69128,-1.49227,5.19901,-6.12038,-2.00085,4.11953,-4.47355,-3.307,1.16655,1.7782
477,-4.83465,-2.61093,2.22371,-6.55332,-1.16247,5.39085,-5.98351,-1.66343,4.32008,-4.30239,-3.06727,1.23512,1.9027
478,-4.71628,-2.71624,2.00004,-6.41236,-1.29254,5.11982,-5.83956,-1.79704,4.04252,-4.22429,-3.13421,1.09009,1.7229
479,-4.66294,-2.78944,1.8735,-6.34733,-1.42724,4.92009,-5.76881,-1.9135,3.85531,-4.16497,-3.1704,0.994576,1.6787
480,-4.60607,-2.70236,1.90371,-6.28365,-1.3222,4.96145,-5.71385,-1.81065,3.9032,-4.09314,-3.07842,1.01471,1.7147
481,-4.81043,-2.64957,2.16086,-6.50434,-1.18397,5.32037,-5.94106,-1.68901,4.25205,-4.29994,-3.06672,1.23322,1.8517
482,-4.71492,-2.69855,2.01636,-6.41672,-1.25118,5.16554,-5.84718,-1.7633,4.08388,-4.21722,-3.12876,1.08846,1.7015
483,-4.66974,-2.75896,1.91078,-6.35304,-1.32683,5.02621,-5.7865,-1.83541,3.95109,-4.18402,-3.18237,1.00165,1.6132
484,-4.72743,-2.6474,2.08004,-6.4227,-1.19784,5.22486,-5.85426,-1.70724,4.14701,-4.22974,-3.08087,1.14886,1.7776
485,-4.70757,-2.70889,1.99868,-6.40474,-1.26533,5.13941,-5.83521,-1.77609,4.05912,-4.21314,-3.1372,1.07594,1.689
486,-4.88907,-2.71216,2.17691,-6.58107,-1.30805,5.27302,-6.01399,-1.79949,4.2145,-4.36879,-3.10509,1.2637,1.8976
487,-4.69179,-2.67243,2.01936,-6.37563,-1.2373,5.13832,-5.81181,-1.74479,4.06701,-4.19463,-3.09257,1.10206,1.7222
488,-4.79845,-2.77257,2.02589,-6.48066,-1.35349,5.12717,-5.9163,-1.85282,4.06348,-4.29423,-3.16577,1.12846,1.7509
489,-4.81614,-2.73583,2.08031,-6.51849,-1.30288,5.21561,-5.9495,-1.80466,4.14484,-4.30239,-3.14427,1.15812,1.7918
490,-4.75111,-2.6512,2.0999,-6.44882,-1.2022,5.24663,-5.87847,-1.7116,4.16688,-4.25396,-3.08604,1.16791,1.7899
491,-4.7492,-2.6659,2.0833,-6.44474,-1.22288,5.22186,-5.87466,-1.73037,4.14429,-4.25504,-3.09774,1.1573,1.7757
492,-4.73424,-2.70508,2.02915,-6.42379,-1.28084,5.14295,-5.85562,-1.78588,4.06973,-4.24416,-3.12795,1.11621,1.7312
493,-4.71274,-2.70889,2.00385,-6.39767,-1.28193,5.11574,-5.83004,-1.78697,4.04307,-4.22511,-3.13257,1.09254,1.7084
494,-4.91301,-2.63461,2.27841,-6.61917,-1.21118,5.40799,-6.05154,-1.70724,4.3443,-4.39845,-3.05584,1.34261,1.9784
495,-4.85614,-2.71733,2.13881,-6.56338,-1.27594,5.28744,-5.99249,-1.7799,4.21259,-4.34539,-3.13094,1.21444,1.8446
496,-4.78131,-2.6044,2.17691,-6.47005,-1.18995,5.2801,-5.90351,-1.68411,4.2194,-4.27382,-3.01067,1.26315,1.8943
497,-4.77505,-2.64603,2.12902,-6.47005,-1.18941,5.28064,-5.90623,-1.692,4.21423,-4.26348,-3.05992,1.20356,1.8235
498,-4.68009,-2.73093,1.94915,-6.36447,-1.30424,5.06023,-5.79738,-1.81228,3.98511,-4.19137,-3.15053,1.04084,1.6457
499,-4.82431,-2.68277,2.14154,-6.50461,-1.27866,5.22595,-5.9378,-1.76792,4.16987,-4.3209,-3.08468,1.23621,1.8696
500,-4.87927,-2.39433,2.48494,-6.59713,-0.968725,5.6284,-6.02324,-1.46288,4.56036,-4.35056,-2.83026,1.5203,2.194
501,-4.58185,-2.12875,2.45311,-6.30188,-0.678108,5.62378,-5.73262,-1.17934,4.55328,-4.0945,-2.58318,1.51132,2.1336
502,-4.90403,-2.64168,2.26235,-6.62543,-1.18696,5.43847,-6.05263,-1.68955,4.36307,-4.38865,-3.08114,1.30751,1.9729
503,-4.86676,-2.53066,2.3361,-6.59005,-1.03022,5.55983,-6.01208,-1.54669,4.46539,-4.34811,-2.9957,1.35241,1.9949
504,-4.9922,-2.56522,2.42698,-6.71985,-1.05798,5.66187,-6.14106,-1.57717,4.56389,-4.46702,-3.02727,1.43975,2.0669
505,-4.73288,-2.7557,1.97718,-6.42189,-1.37962,5.04227,-5.84718,-1.87105,3.97613,-4.21341,-3.14291,1.0705,1.7557
506,-5.31411,-2.72331,2.5908,-7.07578,-1.23131,5.84446,-6.50243,-1.74479,4.75764,-4.71328,-3.16278,1.5505,2.2574
507,-4.82839,-2.48358,2.3448,-6.51576,-1.02777,5.48799,-5.95222,-1.53608,4.41613,-4.31055,-2.89175,1.4188,2.0575
508,-4.88553,-2.47406,2.41147,-6.59087,-0.964643,5.62622,-6.02732,-1.48003,4.54729,-4.34947,-2.90237,1.4471,2.1212
509,-4.84907,-2.51787,2.3312,-6.54189,-1.05335,5.48854,-5.97807,-1.56166,4.41641,-4.32661,-2.93148,1.39513,2.0495
510,-4.8624,-2.49229,2.37011,-6.5593,-1.01635,5.54296,-5.99521,-1.52629,4.46892,-4.33804,-2.91325,1.42479,2.0836
511,-4.80172,-2.53447,2.26725,-6.50298,-1.11267,5.3903,-5.92963,-1.61554,4.31409,-4.27736,-2.92686,1.3505,1.9928
512,-4.54865,-2.75298,1.79568,-6.21018,-1.39513,4.81505,-5.64473,-1.88793,3.7568,-4.05776,-3.10645,0.95131,1.5689
513,-5.22649,-2.70263,2.52386,-6.95686,-1.25581,5.70106,-6.38433,-1.75867,4.62566,-4.66457,-3.1206,1.54397,2.2119
514,-4.78186,-2.58018,2.20167,-6.47903,-1.17934,5.29969,-5.90623,-1.67867,4.22756,-4.26021,-2.95869,1.30152,1.9405
515,-5.09941,-2.84114,2.25827,-6.85808,-1.34424,5.51384,-6.27821,-1.84901,4.4292,-4.53695,-3.29584,1.24111,1.9715
516,-4.75519,-2.57501,2.18018,-6.48366,-1.11376,5.36989,-5.9163,-1.63187,4.28443,-4.2281,-3.00223,1.22587,1.8789
517,-4.80335,-2.7976,2.00575,-6.50978,-1.35132,5.15846,-5.93997,-1.86071,4.07926,-4.29178,-3.22509,1.06669,1.7067
518,-4.74077,-2.79651,1.94425,-6.45508,-1.38098,5.07411,-5.88364,-1.88983,3.99381,-4.20389,-3.17394,1.02995,1.6553
519,-4.94104,-2.46943,2.47161,-6.66135,-0.98995,5.6714,-6.09644,-1.50207,4.59437,-4.39654,-2.89311,1.50343,2.1659
520,-4.62267,-2.72576,1.89691,-6.3076,-1.34751,4.96009,-5.73779,-1.84303,3.89476,-4.11164,-3.09502,1.01662,1.67
521,-4.3892,-2.55814,1.83105,-6.07222,-1.1475,4.92472,-5.4967,-1.65037,3.84633,-3.89422,-2.96985,0.924371,1.5678
522,-4.70811,-2.78699,1.92112,-6.39495,-1.38588,5.00907,-5.82487,-1.89065,3.93422,-4.21722,-3.1655,1.05172,1.6396
523,-4.49205,-2.66508,1.82697,-6.17617,-1.27023,4.90594,-5.60201,-1.77554,3.82646,-3.96851,-3.02972,0.938793,1.5692
524,-4.97723,-2.59869,2.37855,-6.68339,-1.13335,5.55003,-6.11113,-1.63622,4.47491,-4.4526,-3.04305,1.40955,2.0402
525,-4.89506,-2.49991,2.39515,-6.59114,-1.01607,5.57507,-6.02161,-1.52302,4.49859,-4.38566,-2.9606,1.42506,2.0554
526,-4.81097,-2.62372,2.18725,-6.50379,-1.20873,5.29506,-5.93725,-1.70262,4.23463,-4.2994,-3.0308,1.26859,1.9074
527,-4.67464,-2.33691,2.33773,-6.3778,-0.895799,5.482,-5.80664,-1.39458,4.41205,-4.17423,-2.77937,1.39486,2.0529
528,-4.88608,-2.61773,2.26834,-6.58597,-1.17825,5.40772,-6.01535,-1.67432,4.34103,-4.36471,-3.06019,1.30451,1.9982
529,-5.202,-2.95924,2.24276,-6.92203,-1.53608,5.38595,-6.35522,-2.04303,4.31219,-4.63002,-3.34373,1.28628,1.9469
530,-4.89152,-2.51678,2.37474,-6.58978,-1.04165,5.54813,-6.01861,-1.54697,4.47165,-4.38784,-2.97856,1.40928,2.0364
531,-5.23765,-2.76386,2.47379,-6.96421,-1.30424,5.65997,-6.39576,-1.81391,4.58185,-4.66866,-3.17611,1.49254,2.1627
532,-4.70702,-2.82781,1.87922,-6.39141,-1.45799,4.93342,-5.81915,-1.9516,3.86755,-4.19055,-3.19135,0.999202,1.693
533,-4.89125,-2.51651,2.37474,-6.59032,-1.04056,5.54976,-6.01889,-1.54561,4.47328,-4.38675,-2.97965,1.4071,2.0373
534,-4.92281,-2.5263,2.39651,-6.64148,-1.06941,5.57207,-6.06868,-1.57037,4.49831,-4.39328,-2.96876,1.42452,2.0624
535,-4.88825,-2.50726,2.381,-6.58978,-1.03322,5.55656,-6.01807,-1.53908,4.47899,-4.38294,-2.96522,1.41771,2.0414
536,-4.759,-2.46073,2.29827,-6.48583,-1.00356,5.48228,-5.91521,-1.50397,4.41124,-4.22538,-2.93257,1.29281,1.9783
537,-4.99356,-2.80604,2.18752,-6.69454,-1.38996,5.30459,-6.12338,-1.88548,4.2379,-4.48307,-3.22482,1.25825,1.9093
538,-4.79573,-2.44957,2.34617,-6.50842,-1.0256,5.48282,-5.9378,-1.52547,4.41233,-4.26511,-2.85339,1.41173,2.06
539,-5.00145,-2.69093,2.31052,-6.70135,-1.27404,5.42731,-6.13345,-1.77064,4.3628,-4.48607,-3.09557,1.3905,2.0022
540,-4.89451,-2.60086,2.29365,-6.59985,-1.15784,5.442,-6.0265,-1.6501,4.37641,-4.37641,-3.05829,1.31812,1.9875
541,-4.62893,-2.57311,2.05582,-6.35495,-1.13417,5.22078,-5.77643,-1.63622,4.14021,-4.13341,-3.04686,1.08655,1.7158
542,-4.69886,-2.5829,2.11596,-6.41672,-1.16846,5.24826,-5.83385,-1.66751,4.16633,-4.15899,-2.99271,1.16628,1.9218
543,-4.74621,-2.69882,2.04738,-6.45236,-1.25064,5.20173,-5.88038,-1.75922,4.12116,-4.24579,-3.1323,1.11349,1.7472
544,-4.70213,-2.70753,1.99459,-6.3993,-1.27268,5.12662,-5.82949,-1.7799,4.0496,-4.1998,-3.1206,1.0792,1.6991
545,-4.9922,-2.72413,2.26807,-6.68747,-1.32683,5.36064,-6.11412,-1.80983,4.3043,-4.47709,-3.1304,1.34669,1.9886
546,-4.6526,-2.52658,2.12603,-6.34352,-1.08573,5.25778,-5.77017,-1.58697,4.18321,-4.16116,-2.92577,1.2354,1.8562
547,-4.88199,-2.61746,2.26453,-6.57563,-1.20138,5.37425,-6.00093,-1.68384,4.31709,-4.39028,-3.05938,1.33091,1.9836
548,-4.75002,-2.74944,2.00058,-6.46216,-1.31567,5.14649,-5.89018,-1.8218,4.06837,-4.25722,-3.16985,1.08737,1.7102
549,-5.2322,-2.7508,2.48141,-6.96775,-1.3222,5.64555,-6.39386,-1.81554,4.57831,-4.67192,-3.17638,1.49554,2.1746
550,-4.88553,-2.52413,2.3614,-6.58189,-1.05335,5.52854,-6.01018,-1.55731,4.45287,-4.38266,-2.98318,1.39948,2.0249
551,-4.92934,-2.17691,2.75243,-6.66897,-0.691985,5.97698,-6.10025,-1.19784,4.9024,-4.37858,-2.65556,1.72302,2.4169
552,-5.07792,-2.86536,2.21256,-6.83332,-1.38914,5.44418,-6.25345,-1.88901,4.36443,-4.52879,-3.31162,1.21717,1.9293
553,-4.93043,-2.52603,2.4044,-6.63631,-1.04845,5.58786,-6.0646,-1.5535,4.5111,-4.41831,-2.9908,1.42751,2.0622
554,-4.8126,-2.5263,2.2863,-6.50869,-1.09852,5.41017,-5.93725,-1.59159,4.34566,-4.29994,-2.96278,1.33717,1.9813
555,-4.7541,-2.69801,2.05609,-6.44692,-1.25091,5.19601,-5.87412,-1.75405,4.12008,-4.24307,-3.13611,1.10696,1.7612
556,-4.81832,-2.50209,2.31623,-6.51359,-1.03784,5.47575,-5.94297,-1.5388,4.40416,-4.31164,-2.96332,1.34832,1.9919
557,-4.76145,-2.79461,1.96684,-6.47468,-1.37281,5.10186,-5.90296,-1.87949,4.02347,-4.25831,-3.19516,1.06315,1.6797
558,-4.96798,-2.59188,2.3761,-6.69019,-1.13499,5.5552,-6.12038,-1.64112,4.47927,-4.4428,-3.00495,1.43785,2.0535
559,-5.12091,-2.8689,2.25201,-6.83849,-1.43676,5.40173,-6.26569,-1.93337,4.33232,-4.58457,-3.29748,1.2871,1.951
560,-4.93016,-2.33691,2.59324,-6.66842,-0.862873,5.80555,-6.09617,-1.37717,4.719,-4.39382,-2.77066,1.62316,2.2999
561,-4.80825,-2.84876,1.95949,-6.52175,-1.43649,5.08526,-5.95058,-1.9448,4.00579,-4.2945,-3.22264,1.07186,1.6747
562,-4.70049,-2.83352,1.86697,-6.38814,-1.42424,4.9639,-5.8216,-1.93174,3.88987,-4.2047,-3.20387,1.00083,1.5917
