Nickname,bandgap(eV),c_smiles,newSMILES,Ref.No,bdt,fluorene,cpdt,tdt,others
PBDT2FBT-T2,1.73,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4ccc(-c5ccc(CC(CCCC)CCCCCC)s5)s4)c4cc(C)sc34)s2)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S198,1,0,0,0,0
PC3,1.97,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)c1cc2c(cc1n3CC(CC)CCCC)-c1ccc(-c3ccc(-c4c(OCCCC)c(OCCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,COc1c(OC)c(-c2ccc(s2)-c2ccc3-c4cc5n(C)c6cc7-c8ccc(C)cc8C(C)(C)c7cc6c5cc4C(C)(C)c3c2)c2nsnc2c1-c1ccc(C)s1,S148,0,1,0,0,0
DT-PDPP2T-DBT,1.62,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)sc4cc(C)ccc45)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc2c(c1)sc1cc(ccc21)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc2c(c1)sc1cc(C)ccc21,S93,0,1,0,0,0
PBDT-TPTI (P1),2.03,CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s2)sc31,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc2n(C)c(=O)c3cc4c5sc(C)cc5n(C)c(=O)c4cc3c2s1,S175,1,0,0,0,0
PNTz4TF4,1.62,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5sc(-c6sc(C)c(F)c6F)c(F)c5F)s4)c4nsnc43)c3nsnc23)sc1C,Cc1cc(sc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(s1)-c1sc(c(F)c1F)-c1sc(c(F)c1F)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(s1)-c1sc(c(F)c1F)-c1sc(C)c(F)c1F,S106,0,0,0,0,1
PTBI2Tz,1.91,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5cnc(-c6ncc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,CN1C(=O)C2C=C(C)SC2c2sc3c(sc4c5sc(cc5c(=O)n(C)c(=O)c34)-c3cnc(s3)-c3ncc(s3)C3=CC4C(S3)c3sc5c(sc6c7sc(cc7c(=O)n(C)c(=O)c56)-c5cnc(s5)-c5ncc(C)s5)c3C(=O)N(C)C4=O)c2C1=O,S414,0,0,0,0,1
PNTz4TF2,1.6,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc(F)c(-c6sc(C)cc6F)s5)s4)c4nsnc43)c3nsnc23)sc1C,Cc1cc(F)c(s1)-c1sc(cc1F)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(s1)-c1cc(F)c(s1)-c1sc(cc1F)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(C)s1,S106,0,0,0,0,1
PNOz4T,1.52,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5ccc(C)s5)s4)c4nonc43)c3nonc23)sc1-c1ccc(C)s1,Cc1ccc(s1)-c1sc(cc1C)-c1cc2c3nonc3c(cc2c2nonc12)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c3nonc3c(cc2c2nonc12)-c1cc(C)c(s1)-c1ccc(C)s1,S9,0,0,0,0,1
poly(DPP-alt-BP),1.64,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(cc1)-c1ccc(C)cc1,S464,0,0,0,0,1
PNTz4T,1.56,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5ccc(C)s5)s4)c4nsnc43)c3nsnc23)sc1-c1ccc(C)s1,Cc1ccc(s1)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(s1)-c1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c3nsnc3c(cc2c2nsnc12)-c1cc(C)c(s1)-c1ccc(C)s1,S7,0,0,0,0,1
PBDT-ID,1.63,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)ccc32)c2ccc(C)cc21,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc2\C(C(=O)N(C)c2c1)=C1/C(=O)N(C)c2cc(ccc12)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1ccc2\C(C(=O)N(C)c2c1)=C1/C(=O)N(C)c2cc(C)ccc12,S269,1,0,0,0,0
PIDT-TZ,1.82,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4nnc(-c5ccc(C)s5)nn4)s2)sc1-3,Cc1ccc(s1)-c1nnc(nn1)-c1ccc(s1)-c1cc2c(s1)-c1cc3c(cc1C2(C)C)-c1sc(C)cc1C3(C)C,S317,0,0,0,1,0
PCDTPQX,2.18,CCCCCCCCCCCCn1c2cc(C)sc2c2c3nc(-c4ccccc4)c(-c4ccccc4)nc3c3c4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4n(CCCCCCCCCCCC)c3c21,Cc1cc2n(C)c3c4n(C)c5cc(sc5c4c4nc(-c5ccccc5)c(nc4c3c2s1)-c1ccccc1)-c1ccc2c(c1)n(C)c1cc(ccc21)-c1cc2n(C)c3c4n(C)c5cc(sc5c4c4nc(-c5ccccc5)c(nc4c3c2s1)-c1ccccc1)-c1ccc2c(c1)n(C)c1cc(C)ccc21,S326,0,1,0,0,0
PBDTT-LTPD,2.04,CCCCCCCCN1C(=O)c2c(C)sc(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@H](CC)CCCC)s7)c6s5)c5c4C(=O)N(CCCCCCCC)C5=O)c(CCCCCC)c3CCCCCC)c2C1=O,CN1C(=O)c2c(C)sc(-c3sc(c(C)c3C)-c3sc(-c4cc5c(-c6cccs6)c6sc(cc6c(-c6cccs6)c5s4)-c4sc(-c5sc(c(C)c5C)-c5sc(-c6cc7c(-c8cccs8)c8sc(C)cc8c(-c8cccs8)c7s6)c6C(=O)N(C)C(=O)c56)c5C(=O)N(C)C(=O)c45)c4C(=O)N(C)C(=O)c34)c2C1=O,S158,1,0,0,0,0
P3SDTQ,1.63,CCCCCC(CC)CCOc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc(CCC(CC)CCCCC)c(-c6ccc(-c7[se]c(C)cc7CCC(CC)CCCCC)[se]6)[se]5)s4)c3nc2-c2ccc(OCCC(CC)CCCCC)cc2)cc1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc(C)c([se]2)-c2ccc([se]2)-c2[se]c(cc2C)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc(C)c([se]3)-c3ccc([se]3)-c3[se]c(C)cc3C)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S370,0,0,0,0,1
TBTIT-h,1.6,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(-c3ccc(C)s3)sc24)c2cc3sc4cc(C)sc4c3cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc4c(cc23)sc2cc(sc42)-c2ccc(s2)-c2cc3sc4cc5\C(C(=O)N(C)c5cc4c3s2)=C2/C(=O)N(C)c3cc4c(cc23)sc2cc(sc42)-c2ccc(C)s2)c2cc3sc4cc(C)sc4c3cc12,S291,0,0,0,0,1
PNDT3BTz-DT,1.7,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4cc5ccc6c(ccc7cc(C)sc76)c5s4)s3)c3nsnc23)sc1C,Cc1cc2ccc3c4sc(cc4ccc3c2s1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3ccc4c5sc(cc5ccc4c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S105,0,0,0,0,1
P3TDTQ,1.7,CCCCCC(CC)CCOc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc(CCC(CC)CCCCC)c(-c6ccc(-c7sc(C)cc7CCC(CC)CCCCC)s6)s5)s4)c3nc2-c2ccc(OCCC(CC)CCCCC)cc2)cc1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc(C)c(s3)-c3ccc(s3)-c3sc(C)cc3C)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S370,0,0,0,0,1
PFDCTBT-C8,1.71,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,Cc1cc2c(s1)-c1cc3c(cc1C2(C)C)-c1cc2c(cc1C3(C)C)-c1sc(cc1C2(C)C)-c1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2cc3c(cc2C4(C)C)-c2sc(cc2C3(C)C)-c2ccc(C)c3nsnc23)c2nsnc12,S336,0,1,0,0,0
P2,2.02,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)c(OCCCCCCCC)c(OCCCCCCCC)c(-c4ccc(-c5ccc6c7ccc(C)cc7n(CCCCCCCC)c6c5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,COc1c(OC)c(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc2c1-c1ccc(C)s1)-c1ccccc1,S502,0,1,0,0,0
PBDT-PQD3,1.64,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1ccc(s1)-c1c2C(=O)N(C)C(=O)c2c(-c2ccc(s2)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(s2)-c2c3C(=O)N(C)C(=O)c3c(-c3ccc(C)s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S255,1,0,0,0,0
PTZ6,2.0,CCCCCCCCCc1nc(-c2nc(CCCCCCCCC)c(-c3ccc(-c4cc5c(-c6cc(OCCCCCC)cc(OCCCCCC)c6)c6sc(C)cc6c(-c6cc(OCCCCCC)cc(OCCCCCC)c6)c5s4)s3)s2)sc1-c1ccc(C)s1,Cc1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2c(-c3ccccc3)c3sc(cc3c(-c3ccccc3)c2s1)-c1ccc(s1)-c1sc(nc1C)-c1nc(C)c(s1)-c1ccc(s1)-c1cc2c(-c3ccccc3)c3sc(C)cc3c(-c3ccccc3)c2s1,S458,1,0,0,0,0
PIDT-TTz,1.83,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4nc5sc(-c6ccc(C)s6)nc5s4)s2)sc1-3,Cc1ccc(s1)-c1nc2sc(nc2s1)-c1ccc(s1)-c1cc2c(s1)-c1cc3c(cc1C2(C)C)-c1sc(C)cc1C3(C)C,S317,0,0,0,1,0
PTBI2T,1.78,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5ccc(-c6ccc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,CN1C(=O)C2C=C(C)SC2c2sc3c(sc4c5sc(cc5c(=O)n(C)c(=O)c34)-c3ccc(s3)-c3ccc(s3)C3=CC4C(S3)c3sc5c(sc6c7sc(cc7c(=O)n(C)c(=O)c56)-c5ccc(s5)-c5ccc(C)s5)c3C(=O)N(C)C4=O)c2C1=O,S414,0,0,0,0,1
P1,1.99,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(OCCCCCCCC)c(OCCCCCCCC)c(-c4ccc(-c5ccc6c7ccc(C)cc7n(CCCCCCCC)c6c5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,COc1c(OC)c(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc2c1-c1ccc(C)s1)-c1ccccc1,S502,0,1,0,0,0
PBDTFQ-TT,1.71,CCCCCCCCOc1ccc(-c2nc3c(-c4cc5sc(C)cc5s4)c(F)c(F)c(-c4cc5sc(-c6cc7c(CC(CCCC)CCCCCC)c8sc(C)cc8c(CC(CCCC)CCCCCC)c7s6)cc5s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,Cc1cc2sc(cc2s1)-c1c(F)c(F)c(-c2cc3sc(cc3s2)-c2cc3c(C)c4sc(C)cc4c(C)c3s2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S46,1,0,0,0,0
P3TI,1.5,CCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCC)s1,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(C)cc2C)c2ccc(C)cc12,S118,0,0,0,0,1
P-TT,1.62,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1ccc(-c2cc(-c3c(F)c(F)c(-c4cc(-c5ccc(CC(CCCCCCCCCC)CCCCCCCCCCCC)s5)c(-c5cc6sc(C)cc6s5)s4)c4nsnc34)sc2C)s1,Cc1cc2sc(cc2s1)-c1sc(cc1-c1cccs1)-c1c(F)c(F)c(-c2cc(-c3cccs3)c(s2)-c2cc3sc(cc3s2)-c2sc(cc2-c2cccs2)-c2c(F)c(F)c(-c3cc(c(C)s3)-c3cccs3)c3nsnc23)c2nsnc12,S437,0,0,0,0,1
PBDT_TEH-TBT_HD (P3),1.56,CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3sc(C)c4cc(CCCCCC)sc34)sc(-c3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)c4cc(CCCCCC)sc34)c2C1=O,CN1C(=O)c2c(sc(c2C1=O)-c1sc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(-c3sc(c4C(=O)N(C)C(=O)c34)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4cc(C)sc34)c3sc(C)cc23)c2cc(C)sc12)-c1sc(C)c2cc(C)sc12,S185,1,0,0,0,0
Iso2EH,1.6,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CC(CC)CCCC)c(-c5ccc(-c6sc(C)cc6CC(CC)CCCC)s5)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2ccc(s2)-c2sc(C)cc2C)c2ccc(C)cc12,S99,0,0,0,0,1
pDTBDT-DTPD,1.66,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(C)c6c7c(sc56)C(=O)N(CCCCCCCC)C7=O)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,CN1C(=O)c2sc3c(sc(C)c3c2C1=O)-c1cc2sc3c(-c4cccs4)c4c(sc5cc(sc45)-c4sc(-c5cc6sc7c(-c8cccs8)c8c(sc9cc(C)sc89)c(-c8cccs8)c7c6s5)c5sc6C(=O)N(C)C(=O)c6c45)c(-c4cccs4)c3c2s1,S284,1,0,0,1,0
PDTCCBT,1.64,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,Cc1cc2c(s1)-c1cc3n(C)c4cc5-c6sc(cc6C(C)(C)c5cc4c3cc1C2(C)C)-c1ccc(-c2cc3c(s2)-c2cc4n(C)c5cc6-c7sc(cc7C(C)(C)c6cc5c4cc2C3(C)C)-c2ccc(C)c3nsnc23)c2nsnc12,S337,0,1,0,0,0
PIDT-DTBT,1.68,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)sc1-3,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(C)cc2C4(C)C)c2nsnc12,S317,0,0,0,1,0
PC6BT6,2.01,CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc5c6cc7c(cc6n(CCCCCC)c5cc3-4)-c3ccc(C)cc3C7(CCCCCC)CCCCCC)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2ccc3-c4cc5n(C)c6cc7-c8ccc(C)cc8C(C)(C)c7cc6c5cc4C(C)(C)c3c2)c2nsnc2c1-c1ccc(C)s1,S439,0,1,0,0,0
PSB-DTDFBT,2.16,CCCCCCCCC(CCCCCC)CSc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CCCCCC)c(C)s6)c6nsnc56)cc4CCCCCC)sc3c(-c3ccc(SCC(CCCCCC)CCCCCCCC)cc3)c3cc(C)sc23)cc1,Cc1cc2c(-c3ccccc3)c3sc(cc3c(-c3ccccc3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(-c4ccccc4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S493,1,0,0,0,0
PSiFDCTBT,1.76,CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(c1ccc(CCCCC)cc1)c1ccc(CCCCC)cc1)C(c1ccc(CCCCC)cc1)(c1ccc(CCCCC)cc1)c1cc(C)sc1-3,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1cc2c(cc1[Si]3(C)C)-c1sc(cc1C2(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2cc3c(cc2[Si]4(C)C)-c2sc(cc2C3(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12,S338,0,1,0,0,0
PDTBDT-ID,1.58,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5sc6c(OCC(CC)CCCC)c7c(sc8cc(C)sc87)c(OCC(CC)CCCC)c6c5s4)ccc32)c2ccc(C)cc21,COc1c2sc3cc(sc3c2c(OC)c2sc3cc(C)sc3c12)-c1ccc2\C(C(=O)N(C)c2c1)=C1/C(=O)N(C)c2cc(ccc12)-c1cc2sc3c(OC)c4c(sc5cc(sc45)-c4ccc5\C(C(=O)N(C)c5c4)=C4/C(=O)N(C)c5cc(C)ccc45)c(OC)c3c2s1,S287,1,0,0,1,0
PSBT,1.81,CCCCCCOc1c(OCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nsnc2c1C,COc1c(C)c2nsnc2c(-c2cc3c(s2)-c2cc4sc5cc6-c7sc(cc7C(c6cc5c4cc2C3(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)-c2c(OC)c(OC)c(-c3cc4c(s3)-c3cc5sc6cc7-c8sc(C)cc8C(c7cc6c5cc3C4(c3ccccc3)c3ccccc3)(c3ccccc3)c3ccccc3)c3nsnc23)c1OC,S177,0,1,0,0,0
PDITTDTBT,1.87,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc(C)ccc3-c3sc4c5c(sc4c32)-c2ccc(-c3ccc(-c4ccc(-c6ccc(C)s6)c6nsnc46)s3)cc2C5(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)cc1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4sc5c6c(sc5c4C(c3c2)(c2ccccc2)c2ccccc2)-c2ccc(C)cc2C6(c2ccccc2)c2ccccc2)c2nsnc12,S333,0,0,0,0,1
P1,1.82,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,CN1C(=O)c2c(sc(-c3cc(C)c(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(cc3C)-c3sc(-c4cc(C)c(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O)-c1cc(C)c(C)s1,S402,1,0,0,0,0
P-2T,1.63,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1ccc(-c2cc(-c3c(F)c(F)c(-c4cc(-c5ccc(CC(CCCCCCCCCC)CCCCCCCCCCCC)s5)c(-c5ccc(-c6ccc(C)s6)s5)s4)c4nsnc34)sc2C)s1,Cc1ccc(s1)-c1ccc(s1)-c1sc(cc1-c1cccs1)-c1c(F)c(F)c(-c2cc(c(C)s2)-c2ccc(s2)-c2ccc(s2)-c2ccc(s2)-c2sc(cc2-c2cccs2)-c2c(F)c(F)c(-c3cc(c(C)s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,S437,0,0,0,0,1
P3,1.82,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c6sc(C)cc6c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,CN1C(=O)c2c(sc(-c3cc(C)c(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(cc3C)-c3sc(-c4cc(C)c(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O)-c1cc(C)c(C)s1,S402,1,0,0,0,0
PIDTT-DTBO,1.69,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2ccc(OCC(CC)CCCC)cc2)(c2ccc(OCC(CC)CCCC)cc2)c2c-4sc3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nonc56)s4)sc23)cc1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccccc2)c2ccccc2)-c2sc3cc(C)sc3c2C6(c2ccccc2)c2ccccc2)c2nonc12,S496,0,0,0,1,0
