Nickname,bandgap(eV),c_smiles,newSMILES,Ref.No,bdt,fluorene,cpdt,tdt,others
PBT-1F,1.65,CCCCCCCCC(CCCCCC)COC(=O)c1sc2c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc(-c3ccc(C)s3)c2c1F,COC(=O)c1sc2c(sc(-c3ccc(C)s3)c2c1F)-c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2sc(C(=O)OC)c(F)c12,S54,1,0,0,0,0
PBDTF-DFBO,1.77,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)o5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)o5)c4s3)o2)c2nonc2c1-c1ccc(C)o1,COc1c(OC)c(-c2ccc(o2)-c2cc3c(-c4ccco4)c4sc(cc4c(-c4ccco4)c3s2)-c2ccc(o2)-c2c(OC)c(OC)c(-c3ccc(o3)-c3cc4c(-c5ccco5)c5sc(C)cc5c(-c5ccco5)c4s3)c3nonc23)c2nonc2c1-c1ccc(C)o1,S222,1,0,0,0,0
PBDTTSBS,1.56,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)[se]2)c2n[se]nc2c1-c1ccc(C)[se]1,COc1c(OC)c(-c2ccc([se]2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc([se]2)-c2c(OC)c(OC)c(-c3ccc([se]3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3n[se]nc23)c2n[se]nc2c1-c1ccc(C)[se]1,S220,1,0,0,0,0
PBT-2F,1.64,CCCCCCCCC(CCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2s1,COC(=O)c1cc2c(sc(-c3ccc(s3)-c3cc4c(-c5cc(F)cs5)c5sc(cc5c(-c5cc(F)cs5)c4s3)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4cc5c(-c6cc(F)cs6)c6sc(C)cc6c(-c6cc(F)cs6)c5s4)c4sc(cc34)C(=O)OC)c2s1)-c1ccc(C)s1,S54,1,0,0,0,0
PDTPO-BDTT,1.98,CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(-c5ccc(C[C@H](CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc2c2sc(C)cc21,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1cc2c(s1)c1sc(cc1n(C)c2=O)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O,S139,1,0,0,0,0
PIDTT-TT,2.14,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4cc5sc(C)cc5s4)sc23)cc1,Cc1cc2sc(cc2s1)-c1cc2sc3-c4cc5c(cc4C(c3c2s1)(c1ccccc1)c1ccccc1)-c1sc2cc(sc2c1C5(c1ccccc1)c1ccccc1)-c1cc2sc(cc2s1)-c1cc2sc3-c4cc5c(cc4C(c3c2s1)(c1ccccc1)c1ccccc1)-c1sc2cc(C)sc2c1C5(c1ccccc1)c1ccccc1,S434,0,0,0,1,0
PrzTAZ,1.93,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4nnc(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,Cc1ccc(s1)-c1nnc(-c2ccc(s2)-c2cc3c(C)c4sc(cc4c(C)c3s2)-c2ccc(s2)-c2nnc(-c3ccc(s3)-c3cc4c(C)c5sc(C)cc5c(C)c4s3)c3nn(C)nc23)c2nn(C)nc12,S163,1,0,0,0,0
PTP36-DBT,1.85,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c5ccc(C)cc5c5c(C(=O)OCC(CC)CCCC)sc(C(=O)OCC(CC)CCCC)c5c4c3)s2)c2nsnc2c1-c1ccc(C)s1,COC(=O)c1sc(C(=O)OC)c2c1c1cc(C)ccc1c1ccc(cc21)-c1ccc(s1)-c1c(OC)c(OC)c(-c2ccc(s2)-c2ccc3c(c2)c2c(sc(C(=O)OC)c2c2cc(ccc32)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(C)s3)c3nsnc23)C(=O)OC)c2nsnc12,S151,0,0,0,0,1
PTP27-DBT,1.85,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c(c3)c3ccc(C)cc3c3c(C(=O)OCC(CC)CCCC)sc(C(=O)OCC(CC)CCCC)c43)s2)c2nsnc2c1-c1ccc(C)s1,COC(=O)c1sc(C(=O)OC)c2c1c1ccc(cc1c1ccc(C)cc21)-c1ccc(s1)-c1c(OC)c(OC)c(-c2ccc(s2)-c2ccc3c(c2)c2c(sc(C(=O)OC)c2c2ccc(cc32)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(C)s3)c3nsnc23)C(=O)OC)c2nsnc12,S151,0,0,0,0,1
PBDTS-DPP,1.45,CCCCC(CC)CSc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(SCC(CC)CCCC)s3)c3cc(C)sc23)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(-c3cccs3)c3sc(C)cc3c(-c3cccs3)c2s1,S498,1,0,0,0,0
PBDT-BTC,1.96,CCCCCCCCCCCCc1c(C)sc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c(CCCCCCCCCCCC)c2C#N)c1C#N,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1sc(-c2sc(c(C)c2C#N)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(-c3sc(C)c(C)c3C#N)c(C#N)c2C)c(C#N)c1C,S129,1,0,0,0,0
PTTSPD-C8C8 (P4),1.79,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4[se]c(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)sc1C,CN1C(=O)c2c(C)[se]c(-c3sc(cc3C)-c3ccc(s3)-c3cc(C)c(s3)-c3[se]c(-c4sc(cc4C)-c4ccc(s4)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O,S134,0,0,0,0,1
PTTFPD-C8C8 (P5),1.93,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4oc(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)sc1C,CN1C(=O)c2c(C)oc(-c3sc(cc3C)-c3ccc(s3)-c3cc(C)c(s3)-c3oc(-c4sc(cc4C)-c4ccc(s4)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O,S134,0,0,0,0,1
PTSTPD-C8C8 (P7),1.78,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)[se]2)sc1C,CN1C(=O)c2c(C)sc(-c3sc(cc3C)-c3ccc([se]3)-c3cc(C)c(s3)-c3sc(-c4sc(cc4C)-c4ccc([se]4)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O,S134,0,0,0,0,1
PTTTPD,1.8,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)sc1C,CN1C(=O)c2c(C)sc(-c3sc(cc3C)-c3ccc(s3)-c3cc(C)c(s3)-c3sc(-c4sc(cc4C)-c4ccc(s4)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O,S133,0,0,0,0,1
PThTD1,1.82,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,Cc1ccc(s1)-c1cc2n(C)c(=O)c3c(sc4c3sc3c5sc(cc5n(C)c(=O)c43)-c3ccc(s3)-c3cc4n(C)c(=O)c5c(sc6c5sc5c7sc(C)cc7n(C)c(=O)c65)c4s3)c2s1,S179,0,0,0,0,1
P3SDTDPP,1.25,CCCCCC(CC)CCc1cc(C)[se]c1-c1ccc(-c2[se]c(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)cc2CCC(CC)CCCCC)[se]1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc(C)c([se]1)-c1ccc([se]1)-c1[se]c(cc1C)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc(C)c([se]1)-c1ccc([se]1)-c1[se]c(C)cc1C,S370,0,0,0,0,1
PBDTO-fDTBO,1.99,CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3cc4c5nonc5c5cc(C)sc5c4s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1cc2c3nonc3c3cc(sc3c2s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc2c3nonc3c3cc(C)sc3c2s1,S490,1,0,0,0,0
PSeTD1,1.75,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,Cc1cc2n(C)c(=O)c3c(sc4c3sc3c5sc(cc5n(C)c(=O)c43)-c3ccc([se]3)-c3cc4n(C)c(=O)c5c(sc6c5sc5c7sc(cc7n(C)c(=O)c65)-c5ccc(C)[se]5)c4s3)c2s1,S179,0,0,0,0,1
PT-ID1,1.58,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(C)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2ccc(C)s2)c2ccc(C)cc12,S266,0,0,0,0,1
PBDPBT-biT,1.85,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c(OCC(CC)CCCC)c6cc(C)sc6c5s4)s3)s2)c2nsnc2c1-c1ccc(-c2ccc(C)s2)s1,COc1c(OC)c(-c2ccc(s2)-c2ccc(s2)-c2cc3c(OC)c(OC)c4cc(C)sc4c3s2)c2nsnc2c1-c1ccc(s1)-c1ccc(C)s1,S486,0,0,0,0,1
PBDTOT-BT,1.56,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(-c6sc(CC(CC)CCCC)c(OC)c6OC)c6sc(C)cc6c(-c6sc(CC(CC)CCCC)c(OC)c6OC)c5s4)s3)c3nsnc23)sc1C,COc1csc(c1OC)-c1c2cc(sc2c(-c2scc(OC)c2OC)c2cc(C)sc12)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4scc(OC)c4OC)c4sc(cc4c(-c4scc(OC)c4OC)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S449,1,0,0,0,0
PBDTOT-FBT,1.79,CCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(-c4cc5c(-c6sc(CC(CC)CCCC)c(OC)c6OC)c6sc(C)cc6c(-c6sc(CC(CC)CCCC)c(OC)c6OC)c5s4)s3)c3nsnc23)sc1C,COc1csc(c1OC)-c1c2cc(C)sc2c(-c2scc(OC)c2OC)c2cc(sc12)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4scc(OC)c4OC)c4sc(cc4c(-c4scc(OC)c4OC)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S449,1,0,0,0,0
PTSTPD-C8C8 (P8),1.76,CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4[se]c(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)[se]2)sc1C,CN1C(=O)c2c(C)[se]c(-c3sc(cc3C)-c3ccc([se]3)-c3cc(C)c(s3)-c3[se]c(-c4sc(cc4C)-c4ccc([se]4)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O,S134,0,0,0,0,1
P3TDTDPP,1.27,CCCCCC(CC)CCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)cc2CCC(CC)CCCCC)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(C)cc1C,S370,0,0,0,0,1
P1,1.4,CCCCCCCCCCC(CCCCCCCC)Cn1c2cc3c4sc(-c5ccc(C)c6nsnc56)cc4n(CC(CCCCCCCC)CCCCCCCCCC)c3cc2c2sc(C)cc21,Cc1cc2n(C)c3cc4c(cc3c2s1)n(C)c1cc(sc41)-c1ccc(-c2cc3n(C)c4cc5c(cc4c3s2)n(C)c2cc(sc52)-c2ccc(C)c3nsnc23)c2nsnc12,S361,0,0,0,1,0
PIDTT-DFBT,1.78,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4c(F)c(F)c(C)c5nsnc45)sc23)cc1,Cc1cc2sc3-c4cc5c(cc4C(c3c2s1)(c1ccccc1)c1ccccc1)-c1sc2cc(sc2c1C5(c1ccccc1)c1ccccc1)-c1c(F)c(F)c(-c2cc3sc4-c5cc6c(cc5C(c4c3s2)(c2ccccc2)c2ccccc2)-c2sc3cc(sc3c2C6(c2ccccc2)c2ccccc2)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12,S342,0,0,0,1,0
P2,1.5,CCCCCCCCCCC(CCCCCCCC)Cn1c2cc3c4sc(-c5c(F)c(F)c(C)c6nsnc56)cc4n(CC(CCCCCCCC)CCCCCCCCCC)c3cc2c2sc(C)cc21,Cc1cc2n(C)c3cc4c(cc3c2s1)n(C)c1cc(sc41)-c1c(F)c(F)c(-c2cc3n(C)c4cc5c(cc4c3s2)n(C)c2cc(sc52)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12,S361,0,0,0,1,0
PBDTBDD (PM6),1.8,CCCCC(CC)Cc1cc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc3c(-c3cc(CC(CC)CCCC)c(F)s3)c3cc(C)sc23)sc1F,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4ccc(F)s4)c4sc(cc4c(-c4ccc(F)s4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5ccc(F)s5)c5sc(C)cc5c(-c5ccc(F)s5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O,S167,1,0,0,0,0
PBDT-O1,1.82,CCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)oc(C[C@H](CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3c2C(=O)c2c(C)oc(C)c2C3=O)c2c1C(=O)c1c(C)oc(C)c1C2=O,S171,1,0,0,0,0
PBT-T,1.67,CCCCCCCCC(CCCCCC)CCOC(=O)c1sc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2c1F,COC(=O)c1sc2c(sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4c(F)c(sc34)C(=O)OC)c2c1F)-c1ccc(C)s1,S191,1,0,0,0,0
PBnDT-HTAZ,1.98,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(C)c4sc(cc4c(C)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(C)c5sc(C)cc5c(C)c4s3)c3nn(C)nc23)c2nn(C)nc12,S55,1,0,0,0,0
PDTT,1.59,CCCCCCCCC(CCCCCC)COc1c2sc3cc(-c4sc(C)c5sc(C(=O)CC(CC)CCCC)cc45)sc3c2c(OCC(CCCCCC)CCCCCCCC)c2sc3cc(C)sc3c12,COc1c2sc3cc(sc3c2c(OC)c2sc3cc(C)sc3c12)-c1sc(-c2cc3sc4c(OC)c5c(sc6cc(sc56)-c5sc(C)c6sc(cc56)C(C)=O)c(OC)c4c3s2)c2sc(cc12)C(C)=O,S33,1,0,0,1,0
PBDT-BTCox,1.74,CCCCCCCCCCCCOc1c(C)sc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c(OCCCCCCCCCCCC)c2C#N)c1C#N,COc1c(C)sc(-c2sc(-c3cc4c(OC)c5sc(cc5c(OC)c4s3)-c3sc(-c4sc(-c5cc6c(OC)c7sc(C)cc7c(OC)c6s5)c(OC)c4C#N)c(C#N)c3OC)c(OC)c2C#N)c1C#N,S129,1,0,0,0,0
PBDT-ST1,1.81,CCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O,S171,1,0,0,0,0
BTI-BDT(2),1.93,CCCCCCCCCCCCOc1c2cc(-c3cc4c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c5cc(C)sc5c4s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc2c(s1)c1sc(cc1c(=O)n(C)c2=O)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc2c(s1)c1sc(C)cc1c(=O)n(C)c2=O,S96,1,0,0,0,0
PDPPTT-2T,1.36,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3cc4sc(-c5ccc(C)s5)cc4s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1cc2sc(cc2s1)-c1ccc(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1cc2sc(cc2s1)-c1ccc(C)s1,S412,0,0,0,0,1
PBDB-TT0,1.78,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O,S409,1,0,0,0,0
PTZBIBDT,1.81,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nn(CCCCCCCC)nc3c2-c2ccc(C)s2)C1=O,CN1C(=O)c2c(C1=O)c(-c1ccc(s1)-c1cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s1)-c1ccc(s1)-c1c3C(=O)N(C)C(=O)c3c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nn(C)nc13)c1nn(C)nc1c2-c1ccc(C)s1,S165,1,0,0,0,0
